search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
1, Fone De Ouvido Bluetooth Xiaomi Redmi Airdots ,114,131,"
			
			
				
				12804
				vendidos
			
		",(199 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 950
		
		 sem juros
		
	

	
		",50,NA,NA,NA,NA,4.8,1206,https://perfil.mercadolivre.com.br/LOYALMALLBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1218445107-fone-de-ouvido-bluetooth-xiaomi-redmi-airdots-_JM#position=1&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,1011,139,36,5,15,#1218445107,Xiaomi,Mi,Redmi  Airdots,In-ear,NA
2, Kit 2 Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Mús ,22,NA,"
			
			
				
				4993
				vendidos
			
		",(84 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 555
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,NA,NA,3.4,115,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1132266958-fones-de-ouvido-sem-fio-bluetooth-i7s-tws-_JM#position=2&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,44,22,12,9,28,#1132266958,AQ Shopping,NA,NA,NA,NA
3, Fone Ouvido Xiaomi Redmi Airdots Com Bluetooth 100% Original ,250,NA,"
			
				Novo
			
			
				
					 - 
				
				1912
				vendidos
			
		",(190 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,1077,https://perfil.mercadolivre.com.br/RCKAUDIO,https://produto.mercadolivre.com.br/MLB-1054567240-fone-de-ouvido-edifier-w800bt-bluetooth-nota-fiscal-e-gtia-_JM#position=3&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,905,137,29,3,3,#1054567240,Edifier,W,W800BT,Over-ear,NA
4, Fone De Ouvido Edifier W800bt Bluetooth - Nota Fiscal E Gtia ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				4851
				vendidos
			
		",(74 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 849
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,261,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-751234756-headphone-bluetooth-fone-de-ouvido-usb-micro-sd-radio-fm-b01-_JM#position=4&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,160,52,23,12,14,#751234756,Importado,NA,Headphone,Headset,NA
5, Fone De Ouvido Xiaomi Redmi Airdots Bluetooth ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				5124
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,367,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1183090499-fone-ouvido-sem-fio-bluetooth-41-celular-micro-sd-fm-p2-mp3-_JM#position=5&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,329,25,8,1,4,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
6, Fone Ouvido Xiaomi Redmi Airdots Com Bluetooth 100% Original ,32,33,"
			
				Novo
			
			
				
					 - 
				
				4408
				vendidos
			
		",(263 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 597
		
		 sem juros
		
	

	
		",97,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,273,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169782507-fone-ouvido-sem-fio-bluetooth-chamadas-sd-fm-mp3-usb-aux-p2-_JM#position=6&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,229,25,9,4,6,#1169782507,Altomex,Bluetooth,B16,Over-ear,B16
7, Fone De Ouvido Jbl E25bt In Ear Bluetooth Branco Sem Fio ,21,NA,"
			
				Novo
			
			
				
					 - 
				
				25196
				vendidos
			
		",(3458 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 594
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,857,https://perfil.mercadolivre.com.br/BETINHO+ELETRO,https://produto.mercadolivre.com.br/MLB-832062116-mini-fone-de-ouvido-s530-v41-sem-fio-bluetooth-universal-_JM#position=7&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,376,173,138,65,105,#832062116,Universal,NA,S530,NA,NA
8, Fone De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 No Brasil ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				5124
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,367,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=c3uP0cSOEN8inHHUaCFNqHJXtCag6Vet9umo%2F%2FSu8aKxSKl15Hd3Whk76lWR46C70cbgIamJaJmYEVasqFnJPcPFrMX1adI8DABd1lnhgk4k29cM0Of9um5Nz4jPbI3Y8n1YylHCTY3Iac%2BIs1PsxZqFay21rB87nyi4uHKsrJkDVmrJiWCnmu%2BquzNF%2FYpflruCllOndRkLvCuHmqn4zv0j9K6yMyv4lniZTAuk2FKiWEfEjzkg%2F1lBNAw50HPWG9Nk3kmfm1v2OG6%2FPUM9NKb9NHDyN6wsCrDGYRKRk%2Bataq4d9KCJPDJEz%2BSULUG8NnrYuyxLb137feJ%2FeYFv5Xtn8aRVnmX%2FIGtzuRNsvGFRnsAAyICmiPVpCOf8iVDtT3ItVA2VyVyMAiiWytlyVSBkU9OAiNx65eY7MtOageiSYi7MV4aPeTH1Cvkpx0uU5hJoNQMMw9Y808aiWFcEXUB0NkYGWYIWc57RuUiZDKZvKoaqw20XAGY3qHFL%2BCp7pynm2LfOJsh%2BoaAUq%2FTnbITUyXct9XI2vTu4ucrVnI1N18ufEOGeOIva9crMFA%2FqruE5KnIx8A2cw8PqNvaW7KWYFrO9RVzvElqeJMU8YHbA2XHbpFH7kZa6JPl9x%2F1EW0DJFHuNjFLFWbEEwOraZKmkYVXVfrpdRZk4U%2FYGBVf7RSpvAcP4l%2BeaI52hDvwmMq3ntmj9PrdnqsA9iYFCENDU0R03A7Q4ksaGavsPpH0yz1Svnco8q%2BebXh4Y4aVAPHXgXp2IsBwaDJPyRiEqCfDiYxWaJ%2BuOqF7oRz8EX8SE1PmOJjH8EcOqLrER7avGRYkEiJe0mnnHL%2FNgy13AOfbS2GkJB5w7tLf9pL7RVThr3%2BK7xyB0kyBXCD%2BvQ1fq%2FJQpX9NYdpz4%2BD9DU%2BbgYbWK7tFb%2BV1bO3%2FKctFFHxN2Lx08AUcryjCygyhKilWE2lwhqQ07DxgeNiksAGl%2FxZIpZSKI2AVutfvhQvaHndu8krrCU9jXWHG04KDAvYMsWS5XjqytIzN7365cCpabxvafsFFi%2F2nWN9nUG4VZvmiLzfgJ%2FHOZpCWbciH905tXVBo1ZlxAU0F2LO8DiwUoXrSMy40QRYu5LrpEeay74Y4vIXWD7Jp%2B7%2B72Af%2FTste06R1IX%2BgRDFldpxjtuxIC8pR6K9ZLwQyVfgFT%2Bw7rBWZIbxDNdf8sNW3KqMcX5iWPtYHctck%2BR2FNra0XeBlf3fiI6JKvRrZZ%2Fa3tiqc7i%2FI5bicwxFglP24olixxjm5BEyGjVjXResXpK1y9axX3tv8ZicroT%2B66%2Fl1khqmLPBQmnCVUOtgwaLH5VI2hKJXHRbrIQhTWpWfvjJD0xktqaAaRvmIjH%2Frd7V3TJy4fbagTA5cLVrAFawZIujy4TXQb78Stzb%2BNejAti84iUDMqxWd84OQywnkeuDSXFvvNAA4Tu94kFZgjufa2mntjrb0TfpaaFOuYQXh9fZYohNG8%2F%2FKegfn0equYTOPfCBzNw7M0FApYXXkz4xb4lkZ3guPORjjy06a36wPdzeYOy6uDhFL72OhhnCHvgtwiJiB4NVV02BVHTsx52XofzxQwLpsROAXJOZjScVTkEU%2B2l%2BpI2THo53aClFX6gFbeWDU77pcBjPyaF5s0Ucg3g7f%2B2b5joOaduXqs3cUf3%2BbnI%2BGL7k7HqGRqZdXChU651XE%2Fp1RfciYOcGU74zPLzxnIUAAJOf2LFyNkRIviWJWaNpkMXwtn,329,25,8,1,4,#1183090499,NA,Bluetooth,B-05,Over-ear,B-05
9, Fone Ouvido Bluetooth Sem Fio Headphone Rock In Rio 100% Nf ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				8116
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 647
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,390,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578355-fone-ouvido-bluetooth-sem-fio-chamada-micro-sd-fm-p2-mp3-cel-_JM#position=9&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,352,22,10,0,6,#1169578355,B05 Over-Ear,Bluetooth,B05,Over-ear,B05 Over-Ear
10, Fones De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 No Brasil ,21,NA,"
			
			
				
				2896
				vendidos
			
		",(124 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 587
		
		 sem juros
		
	

	
		",87,NA,Envio para todo o país,NA,NA,3.3,49,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1158138352-fone-ouvido-bluetooth-42-par-i7s-tws-sem-fio-case-base-_JM#position=10&type=item&tracking_id=d1f9601e-1b1e-4587-8fdf-0e57e3d29e44,15,9,9,7,9,#1158138352,Universal,Bluetooth,TWS,NA,NA
