search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Formato,Marca,Color
1, Auriculares Bluetooth P47 Inalámbricos Microsd Manos Libre. ,425,NA,"
			
				Nuevo
			
			
				
					 - 
				
				283
				vendidos
			
		",(518 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2361
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.6,19,http://perfil.mercadolibre.com.uy/TMO+TUMEJOROPCION,https://articulo.mercadolibre.com.uy/MLU-456663027-auriculares-bluetooth-p47-inalambricos-microsd-manos-libre-_JM#position=1&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,14,3,2,0,0,#456663027,P47,Con Vincha,NA,NA
2, Auriculares Bluetooth Manos Libres Jbl E25bt iPhone Febo ,2388,NA,"
			
				Nuevo
			
			
				
					 - 
				
				192
				vendidos
			
		",(99807 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13267
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,4.8,22,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449243520-auriculares-bluetooth-manos-libres-jbl-e25bt-iphone-febo-_JM#position=2&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,17,5,0,0,0,#449243520,E25BT,Sin Vincha,JBL,NA
3, Auriculares Jbl Manos Libres T450 Bluetooth Inalambricos ® ,2690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				50
				vendidos
			
		",(450 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,5.0,8,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-457117328-auriculares-jbl-manos-libres-t450-bluetooth-inalambricos--_JM#position=3&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,8,0,0,0,0,#457117328,T450,Con Vincha,JBL,Blanco azulado
4, Auriculares Bluetooth Tipo AirPods Inalámbricos I10 Max 2019 ,770,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(36 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4278
		
		 sin interés
		
	

	
		",78,NA,Entrega a acordar con el vendedor,NA,NA,4.0,51,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453361850-auriculares-bluetooth-tipo-airpods-inalambricos-i10-max-2019-_JM#position=4&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,21,17,9,1,3,#453361850,AirPods,In-ear,Apple,NA
5, Auriculares Bluetooth I7 Tws Mini Caja Carga Inalámbrica Loi ,487,640,"
			
			
				
				369
				vendidos
			
		",(713 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2706
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,3.4,24,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456795897-auriculares-bluetooth-i7-tws-mini-caja-carga-inalambrica-loi-_JM#position=5&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,8,6,3,2,5,#456795897,NA,NA,NA,NA
6, Auriculares Bluetooth Caja De Carga Inalámbrica Oferta ,635,NA,"
			
				Nuevo
			
			
				
					 - 
				
				220
				vendidos
			
		",(2827 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3528
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.5,15,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-459144646-auriculares-bluetooth-caja-de-carga-inalambrica-oferta-_JM#position=6&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,5,4,3,0,3,#459144646,ZGB-052,Earbud,Apple,NA
7, Auriculares Bluetooth Inalambrico Android iPhone Jogger ® ,330,NA,"
			
				Nuevo
			
			
				
					 - 
				
				447
				vendidos
			
		",(3988 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1833
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,3.9,29,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-449191430-auriculares-bluetooth-inalambrico-android-iphone-jogger--_JM#position=7&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,12,9,4,2,2,#449191430,NA,Sin Vincha,Jogger,NA
8, Auriculares Bluetooth Simil AirPods iPhone + Caja De Carga ® ,587,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(16 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3261
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456547613-auriculares-bluetooth-simil-airpods-iphone-caja-de-carga--_JM#position=8&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#456547613,NA,NA,NA,NA
9, Auriculares Samsung Galaxy Buds 2019 Con Caja De Carga Loi ,154,199,"
			
			
				
				13
				vendidos
			
		",(2984 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 31707
		
		 sin interés
		
	

	
		",07,NA,Envío a todo el país,NA,NA,4.8,8,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463819783-auriculares-samsung-galaxy-buds-2019-con-caja-de-carga-loi-_JM#position=9&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,7,0,1,0,0,#463819783,Buds,NA,Samsung,NA
10, Auriculares Bluetooth Deportivos V3.0 Calidad Premium ®tc.uy ,347,NA,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(930 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1928
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.7,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-452512494-auriculares-bluetooth-deportivos-v30-calidad-premium-tcuy-_JM#position=10&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,2,0,0,0,1,#452512494,NA,Con Vincha,NA,NA
11, Auricular Bluetooth Manos Libres ,160,NA,"
			
				Nuevo
			
			
				
					 - 
				
				51
				vendidos
			
		",(49 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 889
		
		 sin interés
		
	

	
		",89,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/DISCBOX,https://articulo.mercadolibre.com.uy/MLU-462802945-auricular-bluetooth-manos-libres-_JM#position=11&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#462802945,NA,NA,NA,NA
12, Auriculares Inalambricos Tipo iPhone Modelo I7s ,625,NA,"
			
				Nuevo
			
			
				
					 - 
				
				55
				vendidos
			
		",(165 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3472
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGAOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-463905420-auriculares-inalambricos-tipo-iphone-modelo-i7s-_JM#position=12&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#463905420,NA,NA,Apple,NA
13, Auriculares Bluetooth Deportivos Manos Libres Con Cuello Loi ,447,NA,"
			
			
				
				35
				vendidos
			
		",(993 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2483
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462689492-auriculares-bluetooth-deportivos-manos-libres-con-cuello-loi-_JM#position=13&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,3,1,0,0,0,#462689492,NA,Sin Vincha,NA,NA
14, Celular iPhone 8 64gb Refurbished + Auriculares Bluetooth ,695,NA,"
			
				Reacondicionado
			
			
				
				44
				vendidos
			
		",(2999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.43093
		
		 sin interés
		
	

	
		",93,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=W5yCcuu88%2Bx15fdASTIpIf3qEHh7pEdYldcEoRx4KAaF7Uw7nHop%2BVPW4PsCtt5mhPW2akQeeyWAJXRHz3zOvWBz96iEG7HgWljLSnk678kVxY7W4iwTRIv10jZgA1h05qwZsdTv2aLFV68Vuvspi7rmbPZ05%2FN%2BMRqJrIUEha8r6OLCG0E0QAQqERlEW%2FVqE5FBty1UDkvBsD4v2GzymQy8J9aEvyc9yWQe0QCcjm04i%2F81WBbagcH06YmtXDfymUKqiLoSkf89OAarYSmtkz04nJJHAycdiFBi6ALFnojjBH%2BO%2F%2Bjj5Bh98Hn4LhKAKuHH2pILKh5CWmqaWelu8Tge8ayHkpVUTeFLpXHEBLlUlMs1FaTToVwYD9tLiTrmNlZl5jFAVViM9lOtUqYZei2su8JX3dYPKnfCpSbHjEqsEtUqvFexWR9I3OWARlccfffffI0VFM4eseQ2Qm28RnYQzOXeta2dKcWGpOaLxk9Zk2jag5pA01N0yojhELRRa8m%2BzI2PVyKf91rGWy3H4N2mkkmoRLi0CHE3uzL7mFLrhC6m46S6u2ZQOV8TqFgL%2FnGMXBwS%2BPt8HcfCuWx0i3n23s2xUIU8hc9l%2BhgAz4QgPSaWCMp8rCi9FIMQXtBuo%2BKX2mpmflmNYpLL5L3CVspu9jfwzf3vaJTSwPEIddFdcXdpsrWp4NIBjK3cCxuW8AWZSiboTbCQgFEHvM1E6Jh%2Fy7mFnjOfkjTa3gm6dPfCnnAK6tMHCFpYmvrxkzonP3%2BMYJL5UNKAN%2FykgcMMTM6%2FyssSYzdf8ZPLSHrPMwLBLtPjjlD46Lw0RY%2BkcqHNeQ8fyl2BrsOcv%2FOV0hThG8rCRkdReAJ20Q8pkHnA%2Bsz73lVBAdKGo5tLJXBqTGXARGVNPXZBSIrL31k9JBeeCf3m2uqFgBI1B470ld6g6ed9G8Bb6PDwmyaek4%2BvyOS3k5Ixy1YgVKE47rMeaVAfqDKlgBiNCyvCqIuWt9jgtbRYs8x4WK4PlJ12BSL5HpYXEoeAaE9jwYMrJmEnVLbc7kJp4olByIZnjSdgG36MWhTHy64G17Nk%2BvBCiPDBD5y6ICeci824NyHTBtXVHDDyM2eZcNTutSkMJrnBOhLzZsugfMsy1eqT8BpVJ45Fk0TQijdHyNp5siSmptuGeimVZP9G89hklzuC1HiAx%2FGI%2B1UqFjBWR8w2yAp8X0UzIHrnxbVFih5q9fybS9M3Q07Wb4ccs5TVEmIPl8zrc8%2F5lY3%2F5P4pn%2BQhakVzc6aO7fBMsikVhJCfUxOHgLK0jvXVFj1b3LgJPAAdBtwnKz2bXdli2vS8MSrzogHphNg%2BwUmzmkkDQ0KV8B1or26upwATtBgECC%2BLai1U4V3M5NYZ0sur7igCYMCgE%2Fach7m2AUlCYFIITdkXC2biesL86tiFflT%2FCRHQJ939GmoTels9xFIBPyzsbU4XVxrG62igeClAlNhnrCP0ybTYezD7y01%2Bc0EwGxrfIorGYOO6Vx5MUHWArrxuwmVaMwJDTm%2Bz3Um74HO%2BXMJjagsxxYgptZay6YFlJMSdllvqbqg8nXfNssyjhi8WZA0VDXYoa%2Be1m2vqHTVEW3dtcaWhkVUJbAIx6Qdzg%2FPGVtuCMblMcVFlhRpTzer1GEhKB8cTk9H40ZJX4Scjv6rCEswuWDLkid48ENokgPMYc1jKdVKsjdnkrdhOZqFtgwRjCP9SuaR3n66uDp9pNE6dQ3vPzawf3PtRH1qMADRuqg%2Fik6zTIR7c%2BGYUx0KlugG8wK8xqHw%3D,NA,NA,NA,NA,NA,#451580894,iPhone 8,NA,Apple,NA
15, Auriculares Bluetooth Manos Libres Envio Gratis. ,390,NA,"
			
				Nuevo
			
			
				
					 - 
				
				70
				vendidos
			
		",(110 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2167
		
		 sin interés
		
	

	
		",67,NA,Envío a todo el país,NA,NA,4.6,5,http://perfil.mercadolibre.com.uy/VENTASUY+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-457117278-auriculares-bluetooth-manos-libres-envio-gratis-_JM#position=15&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,3,2,0,0,0,#457117278,BT 10,NA,Supreme,NA
16, Auriculares Manos Libres Bluetooth Inalambricos Calidad Sony ,417,NA,"
			
				Nuevo
			
			
				
					 - 
				
				43
				vendidos
			
		",(57 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2317
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,3.3,3,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667507-auriculares-manos-libres-bluetooth-inalambricos-calidad-sony-_JM#position=16&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,0,1,2,0,0,#453667507,NA,Con Vincha,NA,NA
17, Auriculares Bluetooth Inalambricos Tws Touch Two iPhone Clic ,57,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(24 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11736
		
		 sin interés
		
	

	
		",36,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-458899528-auriculares-bluetooth-inalambricos-tws-touch-two-iphone-clic-_JM#position=17&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,3,0,0,0,0,#458899528,NA,NA,NA,NA
18, Auriculares Audifono Jbl Yx010 Bluetooth Envió Gratis!!! ,1150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(84 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6389
		
		 sin interés
		
	

	
		",89,NA,Envío gratis a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=VnbbCuVDdSXRF8uoRN89Zv2MR8rq73yCUL6%2FLSx7Mef4yUwnrv7hdZNxi%2FraCk9q2GeWo3RUex%2BdcsTMxcof9%2FmOEANATNg2%2BMZOks2puPEndtJafmYJeFoTXb8nbdpyBddgmUNTcuStXf%2F%2FFneU5eWEi%2FsQro1YSr5hWn5XhvwvOOb2MMEF969rtTX8AiDqpMRzfAeijUtLmNLmpGwNoU7zO4p2CVhJKTTpPRKiBCAqPyGjCFlLD1jdVJqJE3%2FDU%2Be%2Fp2YEABAdBIgY0S5xeePGzkH6BjF3Z9TT1EHC%2BGp%2FRoEt5r7%2BDW1AHMieJMpWZOIYQQj7e7LfCtKGIfSSeO8hn%2FCEbAM6LllyKB19MrW5rUboQMO4T5tk9%2FyAKZapJo1z6rP9GfT73idaufZXtpDSyo2ZVLJherNxTBNBNxccJygL%2FYExzdwxNIN6lQOvxyFsqZ%2FrN%2Brs0jZIoF4TmKSg%2B6n8XF%2BixPgEwGxZwpovnEGU4LPzunQm%2Fp7F4LYYXRJHpVOCNwLXYLr5OaTI7R0e9JOJ9q01494iHMfmAqg4VnixEazi6Wof6ZlRMwz%2B6dqjX0anphagicdpOCeKvMl2Jg63ZKVqS6Vr8JOJsNhBVD38Q1wnwY9kt%2F36WE7WEUqJx904jJJ7RLnRtIkpfyIQBXXuXTq3787J7BkhnOjN0jsBlnZ%2Fmh5AW9wX0f9k78KbJ%2FSwtB%2BvzK7p9Ks9I89LjWOqPXjfcWf2EMnj4FplW6xfKBrijtNlGKXOyQyMiMIIl7WbABftLpq8cS03tQZAmnRTcco24frD1VpQZ3SlURvXr9YlabBLZ5IJvZWBIsyndC81T5BPvWQzwo3X4mmiSl4ch4xtOKxuVP58b2S0Zrr6z%2FYFEW2pqt%2FAvXExuGxGprawZtdqrvfJYJozBnlsCHMS%2FRr1vhwzL3qzzEKx4eF3g%2FRx%2FrTB6sOKRIgybGgb7o5ADEQ7FTLQ5QdqxkQHHJND3pPbzK1lNtHWWZnZqe5TvbEW0gbFec666MPD%2F0FaskbtyRikNrIxjNoQmi1z%2FFPtkt2ECqWIZemEpJYh9oyEmZ0aa6u8pjs3cvzhsH715b7BaRJaMzCbMCobfY1QTS09n6TBBi%2FSUpd3zz8wGzS1eR4MsT%2BbSHwG5mvxk7qfHQuB4STUXadlus0OnMW4dmogjlr%2BBfSWIABAcUw9ngwb9sy9J55pyiIqWAPGLqmnBJkCVXgrLeu7Z6JvpWNhg8qpTJAWMTREoPAlbgoDlQxjWJCEvvqXIP8TjJp3cIRq8lhvyyW96xiYp2Dh10LVPrMjxY8YzK9tSpFuJQPxAES4vxZ%2FRlmlTJSYSgxHwFAPlAQtyJ9gvxJcErCcDxPdUcMigj4VQDCvSOQ0P6tRNisy%2Feo26ZB7z1G36yZe9ymt5Yz%2FWWwgrVKvGUVmK7S2J%2F7zhbC7VXZH1zjGxwpxp9whVe%2FWlUKHDdxBr5kgoNdtNrkKO%2F%2B1oKSIrTFn3XTNQB1ajcmbuMBfdt5q0IFl4umM1S2Rc6d1CiuhPgU4tLaBcMhgl%2F%2BphLuPgw61VwSqvQO0FvyDzXX1jgGqHOdhIXc6aE1HRITbvom%2Bav0o1ZVkaoQQI30SI4TcrnI4Z2GPaAG5qshJOX3oNpYIKMnPf7TapAOiRY8Sd4JCg5VNE%2BVZ%2B5ap%2BVYwcYoGf6TcKu4ynLvC0cDxgGt4kEpC%2FAqCtPjbrAUJRtz%2BQXEo09p4%2Fk1r2ck1A32csOkf%2BBVSSFX5miATruD%2FukXudnmChJRQIZPgu4%2F5QZNk,NA,NA,NA,NA,NA,#457763186,NA,Con Vincha,foco led 50 w,NA
19, Auriculares Inalambricos Bluetooth Tipo AirPods iPhone Febo ,710,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(99963 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3944
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,4.0,51,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-456789089-auriculares-inalambricos-bluetooth-tipo-airpods-iphone-febo-_JM#position=19&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,21,17,9,1,3,#456789089,AirPods,NA,Apple,NA
20, Auriculares Bluetooth Stereo Manos Libres Wireless Magnetico ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				198
				vendidos
			
		",(4999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.1,28,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-450505995-auriculares-bluetooth-stereo-manos-libres-wireless-magnetico-_JM#position=20&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,14,7,4,2,1,#450505995,NA,NA,NA,NA
21, Auriculares Inalámbricos Stereo Bluetooth Manos Libres Rojo ,299,NA,"
			
			
				
				96
				vendidos
			
		",(55 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,3.8,11,http://perfil.mercadolibre.com.uy/MLCENTERUY?brandId=511,https://articulo.mercadolibre.com.uy/MLU-445603224-auriculares-inalambricos-stereo-bluetooth-manos-libres-rojo-_JM#position=21&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,5,2,1,3,0,#445603224,NA,NA,NA,NA
22, Auriculares Inalámbricos Aiwa Aw2 Pro Bluetooth Amv ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				19
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8030
		
		 sin interés
		
	

	
		",30,NA,Envío a todo el país,NA,NA,5.0,3,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-459601662-auriculares-inalambricos-aiwa-aw2-pro-bluetooth-amv-_JM#position=22&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,3,0,0,0,0,#459601662,NA,Con Vincha,NA,Blanco azulado
23, Auriculares Manos Libres P47 Bluetooth Inalambrico Calidad ,589,NA,"
			
				Nuevo
			
			
				
					 - 
				
				101
				vendidos
			
		",(909 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3272
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-453667348-auriculares-manos-libres-p47-bluetooth-inalambrico-calidad-_JM#position=23&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,7,2,0,0,0,#453667348,NA,NA,NA,NA
24, Auriculares Bluetooth Manos Libre Deporte iPhone Android ,18,NA,"
			
				Nuevo
			
			
				
					 - 
				
				67
				vendidos
			
		",(19 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3706
		
		 sin interés
		
	

	
		",06,NA,Envío a todo el país,NA,NA,4.5,8,http://perfil.mercadolibre.com.uy/LIDERTEK+SRL,https://articulo.mercadolibre.com.uy/MLU-450309766-auriculares-bluetooth-manos-libre-deporte-iphone-android-_JM#position=24&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,4,4,0,0,0,#450309766,No Aplica,Sin Vincha,LiderTek,NA
25, Audifono Bluetooth V4.2 Inalámbrico Hbq I7-tws ,450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUNDOSHOP.UY,https://articulo.mercadolibre.com.uy/MLU-465483447-audifono-bluetooth-v42-inalambrico-hbq-i7-tws-_JM#position=25&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#465483447,NA,Inalambrico,Apple,NA
26, Auricular Manos Libres Xiaomi Bluetooth C/con Boton Amv ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3912
		
		 sin interés
		
	

	
		",12,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-455697576-auricular-manos-libres-xiaomi-bluetooth-ccon-boton-amv-_JM#position=26&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#455697576,NA,NA,Xiaomi,Negro
27, Auricular Bluetooth Jbl T450 Circuit ,2438,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(19 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13544
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,4.7,82,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449856852-auricular-bluetooth-jbl-t450-circuit-_JM#position=27&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,66,13,1,1,1,#449856852,T450,Con Vincha,JBL,NA
28, Auriculares Bluetooth Extras Graves G1w Havit Carga Inalam.® ,3150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(4998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-463809412-auriculares-bluetooth-extras-graves-g1w-havit-carga-inalam-_JM#position=28&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#463809412,G1W,In-ear,Havit,NA
29, Auriculares Inalábricos Tipo AirPods Bluetooth I7 Tws 2019 ,547,NA,"
			
				Nuevo
			
			
				
					 - 
				
				96
				vendidos
			
		",(1104 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3039
		
		 sin interés
		
	

	
		",39,NA,Entrega a acordar con el vendedor,NA,NA,3.4,12,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-457593956-auriculares-inalabricos-tipo-airpods-bluetooth-i7-tws-2019-_JM#position=29&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,5,3,0,0,4,#457593956,NA,Sin Vincha,NA,NA
30, Auriculares Inalámbricos AirPods Apple En Stock Garantía ,319,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(7 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 65679
		
		 sin interés
		
	

	
		",79,NA,Envío gratis a todo el país,NA,NA,4.0,51,http://perfil.mercadolibre.com.uy/RAMAN2013,https://articulo.mercadolibre.com.uy/MLU-461567729-auriculares-inalambricos-airpods-apple-en-stock-garantia-_JM#position=30&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,21,17,9,1,3,#461567729,AirPods,NA,Apple,NA
31, Auricular Bluetooth Mini Sport Manos Libre Auto Running S530 ,499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(5 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2772
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-462252840-auricular-bluetooth-mini-sport-manos-libre-auto-running-s530-_JM#position=31&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,NA,NA,NA,NA,NA,#462252840,NA,NA,NA,NA
32, Auricular Vincha Sport Bluetooth Pc Celular Auriculares ,380,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(1117 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2111
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/LSTURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455655455-auricular-vincha-sport-bluetooth-pc-celular-auriculares-_JM#position=32&type=item&tracking_id=8eea186e-28be-4430-a822-264b1ffa281b,3,1,0,0,0,#455655455,NA,Con Vincha,NA,NA
