search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Color
1280, Auriculares Bluetooth Micrófono Deportes Magnético ,49,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COLOIMPORTS,https://articulo.mercadolibre.com.co/MCO-517592216-auriculares-bluetooth-microfono-deportes-magnetico-_JM#position=17&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#517592216,NA,NA,NA,NA,NA
1281, Auriculares Bluetooth Inalambrico I7s iPhone Android Airpod ,46.4,NA,31,19,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,2,2,https://perfil.mercadolibre.com.co/JVM+MEDELLIN,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=wVJ%2Fcucx5xJwQDRztR0fL5Bc4%2FSyzLBchfnNKG2fulngz6IxspNlJjh2pj6YRVbe2tlKTvoaT2PtT6e0ZfCoimD8738HW8Dm1Od4FaM84g%2BpN%2BGSemHtngXyhxuqMNGym0La6ANqdlDSYpZCpTOMuyRY1mp5j9nTtmMJ5oUF2LnfQFJCDSahEeTw6MJ9pFYfYbRSU%2ByXDfjeqm5fx5%2FwNKnXho7PtWVzYKKHTG4AT4gSa2rKyypoQ0PI%2BaJw1o%2BiKqJsM1o1ZKGztHrPb3%2BQRbi2Ydl4IP5S2cMEahcz5akuVGi2nzQMa6M442c609jcE%2BtmbldKmDk2dJQgpQ8VwznW4rj3WGN369%2FpGKmCdYa4iC4E7HkSKL%2B6vFzh9FAfT1j0SMu6wQDSCLbybqVEOoQ3PgFPzuUz1m2CaIE%2FygTRGwOwHVVTyK1Gr5Er1IhlukDCwbyO86A8xsgtRkV20pplD7ZE4hxffGr1jtJVuFA7ePncMXyHAWGomvtlNZc0es9aQN7kP6%2FzN%2FDXT%2Bz%2FS%2F9q3LScpAUmr2%2FOHOe2O8TVdpdyFMmqXUPfn7uRwRdsvIVmjM6on0HfWUubq5BbLa2qbvBS7sgn4UM5XpdRgC8zJwrztbeazNUzrNN98lvcFM9at9rT7LbOC2u3vIxGixsZy1dNxtTacCHG9sYf7ivoWamZ%2FlE2l7bsqDA7uPHBcY0fIrv%2BZQ2xamzNCCJlvtUKFQ1%2Fy%2FVycJNkPlc00dGoIaqk2%2BlmJX2BWSPZ923kqg7suO9kocCkXF3dsafz6MrOIGmXSflqgGtoQSrtAq%2BmcxgU02nm3z2p6ilphsF25uRRHRsIZuOnKQkbEuP5Igo88Mkxv900FegRSBPTTh4%2BynDFr9Tn7gxgf%2F2NhGA8%2FXLke%2BpkqkRwv014NLQD8KrIyBmuGvURtt95sr3jVjphNS%2B0OoZCaYB7dEU7j%2FL1OUZgEeXil3n7WOEkNziUnn%2F%2FmF3O3icfyCvRiQYKu51pmiFYDNg6fDevqLwbMq67dopsGVSi4aIgX0E%2FCmlhn3RLKmrFo0NoR%2FmSZuyHf0sBEJPtiwmtfDnePX4NE4I9yNBFrz%2BpUw8yRrmbqMgREvkO6pHfXfD5aVL1ZjhW9udf25JE6PG%2B3w2vc6LZ5xjxCTWHoKbw%2BF4x%2FFKcx4oMPtliqAeUy2xt5HnOhD2RCMs%2FHrVMlSEoxpzj%2B0OVKRJIP%2FT6cuq563%2FchdplkCctP5aiBmbjNs6%2FD%2Fr4%2FqiUklWJOXCe1F%2BGW2OMRvFlqxmdtu92zrW6tyfB2BbH1NdrwUNG3TF7Kb4vUsR1zNoRKzaKPiEd2gIiQvT%2FCYNPLZlWNHldaAq0j7SpISkHsyeST2HAMPaEpVq%2F4tWIYBPk2iB8LrXnajgeA0tIrqA6jhWFyJs%2FIhiPLE%2F24yJ2enjL1AdI8evdR2NSploqm04geblBkSEXGwcw9h%2F2viuBmrDUxeCG9sZCETYINQcKMu9JhN%2Biu4H%2BlBARCpdh21d5Y7%2Fms5Z%2BDKOF4Orzhomsy6i7OfPfwsEOp8kf%2F8LiOb9BKMDn9OdS%2BzD41R2XeQ828vcz0eXHwJQJhJvZvQKsQxS%2BzjONqaNGm%2FHQt2sPocFvitx9YEy3GqNzxDhdtvB%2FvIJ%2BC9usg2FRFYC299GNA0t1PqtWhwauFl2Doe3IfxKT6gN2RYj2unuVEP7uvtRUfDnSToREUi5Cez9NZ4CQjJwzQB04ww%2BO5GpaGvK2Q4Kh%2Fg%2BTvpRqyUBa2QXl,0,0,0,2,0,#505528179,Apple,NA,NA,NA,NA
1282, Auriculares AirPods Audífono Bt - I7s Tws + Base De Carga ,52.9,NA,2,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OSCARIOSDW,https://articulo.mercadolibre.com.co/MCO-519087714-auriculares-airpods-audifono-bt-i7s-tws-base-de-carga-_JM#position=19&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#519087714,TWS,airpod,i7s,Headset,NA
1283, Auriculares Sin Hilos Bluetooth 5.0 Deportes Auriculares Blu ,57.428,NA,0,988,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HOLAMALLCO,https://articulo.mercadolibre.com.co/MCO-516535971-auriculares-sin-hilos-bluetooth-50-deportes-auriculares-blu-_JM#position=20&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#516535971,NA,NA,NA,NA,Blanco azulado
1284, Audifonos Auriculares Con Microfono Jbl T110bt Negros ,140,NA,1,9,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,50,https://perfil.mercadolibre.com.co/ZERILANKA+SAS,https://articulo.mercadolibre.com.co/MCO-498728436-audifonos-auriculares-con-microfono-jbl-t110bt-negros-_JM#position=21&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,42,6,1,1,0,#498728436,JBL,NA,T110BT,NA,NA
1285," Auriculares Bluetooth, Audifono Inalámbrico Tipo AirPods ",54.99,NA,1,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ARIS9857203,https://articulo.mercadolibre.com.co/MCO-496027488-auriculares-bluetooth-audifono-inalambrico-tipo-airpods-_JM#position=22&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#496027488,NA,NA,NA,NA,NA
1286, Audifono Bluetooth Star Tec St-hs-71 Negro Blister ,21.9,NA,1,29,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PYN+COMPUSTAR,https://articulo.mercadolibre.com.co/MCO-508619901-audifono-bluetooth-star-tec-st-hs-71-negro-blister-_JM#position=23&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#508619901,NA,NA,NA,Over-ear,NA
1287, Audifono Wireless Headset 4.1 - Super Precio ,29.9,NA,0,100,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DISENTEC,https://articulo.mercadolibre.com.co/MCO-502292232-audifono-wireless-headset-41-super-precio-_JM#position=24&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#502292232,NA,NA,NA,NA,Negro
1288, Auriculares Inalámbricos Bluetooth S530 Para iPhone Samsung ,24.9,NA,1,1,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OSCARIOSDW,https://articulo.mercadolibre.com.co/MCO-519822194-auriculares-inalambricos-bluetooth-s530-para-iphone-samsung-_JM#position=25&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#519822194,NA,NA,NA,NA,NA
1289, Audifonos Bluetooth Auriculares Samsung ,21,NA,7,13,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ELECTRICOS+ANDLIGHT,https://articulo.mercadolibre.com.co/MCO-463968312-audifonos-bluetooth-auriculares-samsung-_JM#position=26&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#463968312,Samsung,NA,NA,NA,NA
1290, Audífono Inalámbrico Bluetooth 4.2 Conducción Ósea ,27.9,NA,2,2,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PRODUCTOSPINZ%C3%93N,https://articulo.mercadolibre.com.co/MCO-528602631-audifono-inalambrico-bluetooth-42-conduccion-osea-_JM#position=27&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#528602631,NA,NA,NA,NA,NA
1291, Auriculares Deportivos Bluetooth Moreblue Bt06 Micrófono ,34.999,69.999,2,48,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SIJ+DISTRIBUCIONES,https://articulo.mercadolibre.com.co/MCO-461280812-auriculares-deportivos-bluetooth-moreblue-bt06-microfono-_JM#position=28&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#461280812,NA,NA,NA,NA,NA
1292, Audifonos Manos Libres Bluetooth Samsung Headset ,29.9,NA,6,2,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDACHEAP,https://articulo.mercadolibre.com.co/MCO-463112649-audifonos-manos-libres-bluetooth-samsung-headset-_JM#position=29&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#463112649,Samsung,NA,NA,NA,NA
1293, Audifono Diadema Bluetooth Micro Sd Y Fm Manos Libres ,27.99,NA,6,76,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERKAPI,https://articulo.mercadolibre.com.co/MCO-475887326-audifono-diadema-bluetooth-micro-sd-y-fm-manos-libres-_JM#position=30&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#475887326,NA,NA,NA,Over-ear,NA
1294, Jabra Elite Active 65t True Auriculares Inalambricos Y Estuc ,746.99,NA,0,12,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FELIPE+TOBON,https://articulo.mercadolibre.com.co/MCO-501353755-jabra-elite-active-65t-true-auriculares-inalambricos-y-estuc-_JM#position=31&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#501353755,Jabra,Elite,65t,In-ear,NA
1295, Audifono Wireless Bluetooth 4.1 - Manoslibre Mini S530 ,17.9,NA,2,49,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DISENTEC,https://articulo.mercadolibre.com.co/MCO-498087153-audifono-wireless-bluetooth-41-manoslibre-mini-s530-_JM#position=32&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#498087153,Beats,NA,NA,NA,NA
1296, Audifonos Inalámbrico Tipo AirPods Bluetooth Universal ,50,NA,1,9,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ASTRIDGUERREROV,https://articulo.mercadolibre.com.co/MCO-515821568-audifonos-inalambrico-tipo-airpods-bluetooth-universal-_JM#position=33&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#515821568,NA,NA,NA,NA,NA
1297, Audifonos Inalambricos Bluetooth Deportivos Zealot H6 ,47.5,NA,1,143,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BAGL6561050,https://articulo.mercadolibre.com.co/MCO-526227741-audifonos-inalambricos-bluetooth-deportivos-zealot-h6-_JM#position=34&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#526227741,NA,NA,NA,NA,NA
1298, Mini Auricular Bluetooth X-12 Carga Magnética ,37,NA,6,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,1,1,https://perfil.mercadolibre.com.co/MULTIRECARGAS+SUMINISTROS,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=eOWvc%2FmOaEm5QC%2FOTIu5IOe7lPnZC%2Ffbrwvil0Ojny1HQs5Nw0pVnBEqZQqPM%2FU9j%2ByoHBm4VgyU7eBPqfQKUrk3BQ6QMvqNBz3NbbD19YwFhTVmSsfdkJgQzDV0z3Fo2vCnnT7SXNkg%2Bwg05qALEojOJX77Z74xyFvUN9CjWHEc%2B6PV7G%2Ft8HiDbz%2BDgvDf49nvsPK6v28X3AhtMfkdi%2F67fwt4cWEomnG6WQKVjqLr%2Fp%2BII46ZNSinJZSCTWXGyxrDMkzH9Mc5vN%2FyzyazD3xf3iXVLnUMh4fbgbhBxPv8DQS900l1LslzA0DHfHW4sahHyNa2qFdW%2BwiGgUeY6%2FwKbRYxffedFwyBfHK6wN4swmhckrM3LPpCeg2TCQ%2FZOstMR%2BTg2zKxjlFr5j%2BJOQVrWdzPiUIsOxQiMIju6Gr4wiVknTveNybdgZy%2B2OMUY6D9V6LtGX%2BOZPDosdnFk7wYkaFCMJTDJWuox5FnmVDk4%2Bdc%2F7eqO90ArsXojKqyxKW%2B5%2BhhSfdX%2FN%2FW%2FB8dyc33Vx%2FTyayBdqyAemVI%2BxQYGs%2Fz6WD3VfBSbH%2BFlpY7cg5SW%2F3XUA2c4CO6Jp3TRisnx5b7sk0GgQELa5bvOlMsRd23KalTNfBmJG3l9%2BXgMIwpT5kG5hsrofPXhG6zKBZZMn6VxmjAeWH6uZm5AkBfW9u6n9fy6idnciFeMPf%2BHgS16hdNgM2ZFC4GYbY0FrbYkdBXdf7L1x1OZ%2FpGdiPjya9HYalVZ0ZJhZEksoMctDO0mPXhaa%2FTyFY3Ismo0k22x6SXu9fKRzr1O7gtBBvk7vrLdKXH1Zcv0V%2B8rKxQuCwQI6RSz%2B9R9zxYKrx4tyH4SowlblKjHWva%2FRuCmOoGkI1pSQcq%2BhgrrryokGuZh27xgyXlBYURs53XXk2SVKZiuw3Adaff3%2BsPgIHIfnX5mDWa1%2FUeGstCh8piNFpbYXkSnL0%2Bcdy%2Fs77OQRg2NF4B9Mr0esQSWDGDkhECxh%2FDgh36uBPYpe8z8O6N7wy5smt%2ByazA7ufu%2Blg5L%2BYC7C7XYVQcG%2BvTH4KsxBqjUKKcBLrHeI7YVgmiAhcx3BQVTmP%2FfCyX9arYDFn1XhYOmHaMtlhK%2BFBlJlz4evdP2F7R84fGChRVP%2BA9Nb53Zxms2XRYisFYCbmWPDWZK1vyU%2F7iQwMb%2BgOsYBUu3GMt2JbIHmzV3ZHqDfZFgRSVugVeNTa0zv2SMAYjofmKQCoAjgTe0VBxMozY2PGuQJT5PLAu0g%2Fvg0%2FFfOykISnzYvGaH5Pv7lZmlx3LLYXf5JmAxsG0A6SJzVOo9VVixaAwiLPHH58snRVXVHtO5buWiXvsaolsOthn9s9J%2Fivtxd77HKiMhSy%2BR4Fqel9IJZ1iUdKmlUXhTBtLB25VK8AwQlXFrzp3BWxBguZypy2215jpU4FFh80FR8vkNqnM1h5fNQfcOQIkiRvoyLlp1NSM2dfdrtywlRsVKkJVX5n55Zcu79NIhH%2BdPhKI1qmfhGQRv77MZBrNMHsRSsylnV5GGQnLGZQp1G4YJUE5t6cH4Eu%2BtSU3SBTZj1I%2F53uiRdl%2BUQtcu52ShOIXJIxGgimImg78i5fzw3VVL4gSdTNSbk5ANuLWJk%2F9Mya7wgL6YqW3G76vyHUOBDPBsNj%2Fdcpb8ORdr0QLuNyPU5URw%2FWLfploZNm4QK70vmsVXdat8dHf52FTtuDedQANu3XxhH8WcorEW5FVJGb9F1R01wKfZQ%3D%3D,0,0,0,0,1,#511337377,NA,NA,NA,NA,NA
1299, Manos Libres I8x Inalambricos Audífonos Bluetooth AirPods ,79.9,NA,0,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/VENTASENLINEABOGOTADC,https://articulo.mercadolibre.com.co/MCO-496954640-manos-libres-i8x-inalambricos-audifonos-bluetooth-airpods-_JM#position=36&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#496954640,NA,NA,NA,NA,NA
1300, 2017 Nuevo Auricular Oculto Oculto Invisible De La Espía 91 ,218.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBALMARKTRADINGSERVICES,https://articulo.mercadolibre.com.co/MCO-487643813-2017-nuevo-auricular-oculto-oculto-invisible-de-la-espia-91-_JM#position=37&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#487643813,VKBAND,NA,NA,NA,NA
1301, Auriculares Kz Zs3 Con Mic + Modulo De Bluetooth 4.2 ,97.9,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,48,https://perfil.mercadolibre.com.co/OCAMPOOSORIOLEIDYYOHANA,https://articulo.mercadolibre.com.co/MCO-509525157-auriculares-kz-zs3-con-mic-modulo-de-bluetooth-42-_JM#position=38&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,36,12,0,0,0,#509525157,KZ,NA,ZS3,NA,NA
1302, Audífonos Bluetooth Sports Inalambricos Recargable 8156 ,39.9,NA,1,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SHOP_JEA,https://articulo.mercadolibre.com.co/MCO-460849314-audifonos-bluetooth-sports-inalambricos-recargable-8156-_JM#position=39&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#460849314,NA,NA,NA,NA,NA
1303, Audifono Nia Recargable Bluetooth Q8 851s Radio Micro Sd. ,35.9,NA,1,18,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASCONCALIDAD,https://articulo.mercadolibre.com.co/MCO-509645222-audifono-nia-recargable-bluetooth-q8-851s-radio-micro-sd-_JM#position=40&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#509645222,NA,NA,NA,Over-ear,NA
1304, Audífonos Bluetooth Audífonos Inalámbricos Magnéticos V4 ,141.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBALMARKTRADINGSERVICES,https://articulo.mercadolibre.com.co/MCO-488119124-audifonos-bluetooth-audifonos-inalambricos-magneticos-v4-_JM#position=41&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#488119124,Dudios,NA,NA,NA,Black
1305, Audifonos Bluetooth Auriculares Alta Fidelidad iPhone S6 ,35.9,NA,4,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ELECTRICOS+ANDLIGHT,https://articulo.mercadolibre.com.co/MCO-451722299-audifonos-bluetooth-auriculares-alta-fidelidad-iphone-s6-_JM#position=42&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#451722299,NA,NA,NA,NA,NA
1306, Audifonos Bluetooth Motorola Verveloop ,150,NA,2,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,15,https://perfil.mercadolibre.com.co/SUPPORTLAB,https://articulo.mercadolibre.com.co/MCO-515208205-audifonos-bluetooth-motorola-verveloop-_JM#position=43&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,13,2,0,0,0,#515208205,Motorola,NA,VerveLoop,NA,NA
1307, Audifonos Air Pods Version Pequño + Caja De Carga + Gancho ,99.9,NA,0,89690,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CRRO2546479,https://articulo.mercadolibre.com.co/MCO-507946891-audifonos-air-pods-version-pequno-caja-de-carga-gancho-_JM#position=44&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#507946891,NA,NA,NA,NA,NA
1308, Audifono Bluetooth Deportivo Cuello B9+ Micro Con Puerto Sd ,30.999,NA,1,14,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRASCONCALIDAD,https://articulo.mercadolibre.com.co/MCO-504282341-audifono-bluetooth-deportivo-cuello-b9-micro-con-puerto-sd-_JM#position=45&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#504282341,NA,NA,NA,Over-ear,NA
1309, Auricular Bluetooth Huawei Freebuds 2 Pro Bluetooth 5.0 ,613.042,NA,1,5,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEJORARTUVIDACO,https://articulo.mercadolibre.com.co/MCO-508659944-auricular-bluetooth-huawei-freebuds-2-pro-bluetooth-50-_JM#position=46&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#508659944,Huawei,NA,Freebuds 2 Pro,NA,NA
1310, Audifonos Deportivos Bluetooth Qcy Qy31 Envio Gratis ,109.9,NA,1,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BUCANERO10,https://articulo.mercadolibre.com.co/MCO-518987036-audifonos-deportivos-bluetooth-qcy-qy31-envio-gratis-_JM#position=47&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#518987036,QCY,NA,QY31,Deportivos,NA
1311, Mini Auricular Bluetooth Inalámbrico Invisible Con Micrófono ,25.9,NA,0,2,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MECA4793296,https://articulo.mercadolibre.com.co/MCO-509447770-mini-auricular-bluetooth-inalambrico-invisible-con-microfono-_JM#position=48&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#509447770,NA,NA,NA,NA,NA
1312, Soundpeats Auriculares Bluetooth En El Oído Auriculares ,111.9,NA,3,96,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-500563146-soundpeats-auriculares-bluetooth-en-el-oido-auriculares-_JM#position=49&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,3,0,0,0,0,#500563146,SoundPEATS,NA,SP-Q12-BK-HS,NA,NA
1313, Audífonos Estéreo Generales Inalámbricos Con Bluetooth ,20.858,NA,1,49,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HOLAMALLCO,https://articulo.mercadolibre.com.co/MCO-521102056-audifonos-estereo-generales-inalambricos-con-bluetooth-_JM#position=50&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#521102056,NA,NA,NA,NA,NA
1314, Audífono Inalambrico Airpood Universal - Derecho ,40,NA,23,49,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BIG+BUYSAS,https://articulo.mercadolibre.com.co/MCO-466751687-audifono-inalambrico-airpood-universal-derecho-_JM#position=51&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#466751687,Samsung,NA,NA,NA,NA
1315, Auriculares Inalámbricos Inalámbricos Unilaterales De Manos ,19.787,NA,0,988,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HOLAMALLCO,https://articulo.mercadolibre.com.co/MCO-516537308-auriculares-inalambricos-inalambricos-unilaterales-de-manos-_JM#position=52&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#516537308,NA,NA,NA,NA,NA
1316, Auricular Bluetooth Color Negro P16 ,23.9,NA,1,2,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SUMMERX18,https://articulo.mercadolibre.com.co/MCO-499023797-auricular-bluetooth-color-negro-p16-_JM#position=53&type=item&tracking_id=cef46dec-51f9-4b8d-879a-9a4beefa8dc4,NA,NA,NA,NA,NA,#499023797,NA,NA,NA,NA,NA
1317, Audifonos Inalambricos Blancos Manos Libres Bluetooth 4.1 ,18.99,NA,1,99,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERKAPI,https://articulo.mercadolibre.com.co/MCO-492103848-audifonos-inalambricos-blancos-manos-libres-bluetooth-41-_JM#position=1&type=item&tracking_id=8de28ecd-99ea-468d-b7d5-eecfb83840d9,NA,NA,NA,NA,NA,#492103848,NA,NA,NA,NA,NA
1318, General Sin Hilos Bluetooth Estéreo Deporte Auriculares Magn ,14.391,NA,0,988,12 cuotas,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/HOLAMALLCO,https://articulo.mercadolibre.com.co/MCO-516535172-general-sin-hilos-bluetooth-estereo-deporte-auriculares-magn-_JM#position=2&type=item&tracking_id=8de28ecd-99ea-468d-b7d5-eecfb83840d9,NA,NA,NA,NA,NA,#516535172,NA,NA,NA,NA,Oro/Negro
1319, Audifonos Inalámbricos Syllable Stereo D900p Mini Bluetooth ,159.9,NA,1,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.3,3,https://perfil.mercadolibre.com.co/GRANZONAVIRTUAL2,https://articulo.mercadolibre.com.co/MCO-497696221-audifonos-inalambricos-syllable-stereo-d900p-mini-bluetooth-_JM#position=3&type=item&tracking_id=8de28ecd-99ea-468d-b7d5-eecfb83840d9,2,0,1,0,0,#497696221,Syllable,NA,D900P,NA,Negro
1320, Auricular Bluetooth P16 Color Blanco ,23.9,NA,2,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SUMMERX18,https://articulo.mercadolibre.com.co/MCO-499023544-auricular-bluetooth-p16-color-blanco-_JM#position=4&type=item&tracking_id=8de28ecd-99ea-468d-b7d5-eecfb83840d9,NA,NA,NA,NA,NA,#499023544,NA,NA,NA,NA,NA
1321, Diadema Jbl 950 Bluetooth Estéreo (dagastore.com) ,57.5,NA,3,8,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DAGASTORE.COM,https://articulo.mercadolibre.com.co/MCO-510427904-diadema-jbl-950-bluetooth-estereo-dagastorecom-_JM#position=5&type=item&tracking_id=8de28ecd-99ea-468d-b7d5-eecfb83840d9,NA,NA,NA,NA,NA,#510427904,JBL,NA,NA,Over-ear,NA
