search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada,Color
1, Parlante Bluetooth A Prueba De Agua 3w Rms Ideal Ducha Loi ,179,249,"
			
			
				
				177
				vendidos
			
		",(938 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 994
		
		 sin interés
		
	

	
		",94,NA,Envío a todo el país,NA,NA,4.1,12,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417487-parlante-bluetooth-a-prueba-de-agua-3w-rms-ideal-ducha-loi-_JM,4,6,1,1,0,#463417487,3 W,NA,NA,NA,NA,NA,NA
2, Parlantes 2.1 Tower 5 Energy Sistem Bluetooth Aux Usb Sd Amv ,155,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 31827
		
		 sin interés
		
	

	
		",27,NA,Envío a todo el país,NA,NA,4.8,19,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-452289064-parlantes-21-tower-5-energy-sistem-bluetooth-aux-usb-sd-amv-_JM,15,4,0,0,0,#452289064,NA,Energy Sistem,NA,NA,NA,NA,NA
3, Parlante Jbl Flip 4 Bluetooth Portátil Gtia 1 Año Solo Febo ,4275,NA,"
			
				Nuevo
			
			
				
					 - 
				
				979
				vendidos
			
		",(99020 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 23750
		
		 sin interés
		
	

	
		",50,NA,Envío a todo el país,NA,NA,4.8,221,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-446600381-parlante-jbl-flip-4-bluetooth-portatil-gtia-1-ano-solo-febo-_JM,185,29,4,1,1,#446600381,16 W,JBL,Flip 4,Activo,515 g,NA,NA
4, Parlante Portátil Bluetooth 3w Luces Led Usb Microsd Aux Loi ,197,NA,"
			
			
				
				73
				vendidos
			
		",(983 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1094
		
		 sin interés
		
	

	
		",94,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462659823-parlante-portatil-bluetooth-3w-luces-led-usb-microsd-aux-loi-_JM,NA,NA,NA,NA,NA,#462659823,3 W,NA,NA,NA,NA,NA,NA
5, Parlante Jbl Charge 4 Bluetooth A Prueba De Agua Oferta Loi ,187,249,"
			
			
				
				23
				vendidos
			
		",(3983 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 38397
		
		 sin interés
		
	

	
		",97,NA,Envío a todo el país,NA,NA,4.8,46,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463032205-parlante-jbl-charge-4-bluetooth-a-prueba-de-agua-oferta-loi-_JM,37,7,0,0,1,#463032205,30 W,JBL,Charge 4,Activo,NA,NA,NA
6, Parlante Bluetooth Jbl Boombox Potencia Calidad Febo ,24950,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(99985 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.38611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,4.5,5,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-450750864-parlante-bluetooth-jbl-boombox-potencia-calidad-febo-_JM,3,0,1,0,0,#450750864,NA,JBL,Boombox,NA,NA,NA,NA
7, Parlante Portable T&g Bluetooth 10w Rms Oferta Loi ,697,990,"
			
			
				
				60
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3872
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,4.2,5,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462663421-parlante-portable-tg-bluetooth-10w-rms-oferta-loi-_JM,2,2,1,0,0,#462663421,10 W,NA,NA,NA,NA,NA,NA
8, Parlante Kolke Kpb-160 C/microfono Inalambrico Circuit ,3338,NA,"
			
				Nuevo
			
			
				
					 - 
				
				101
				vendidos
			
		",(48 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 18544
		
		 sin interés
		
	

	
		",44,NA,Envío a todo el país,NA,NA,4.7,18,http://perfil.mercadolibre.com.uy/CIRCUIT+OFERTAS,https://articulo.mercadolibre.com.uy/MLU-449889793-parlante-kolke-kpb-160-cmicrofono-inalambrico-circuit-_JM,13,4,1,0,0,#449889793,NA,Kolke,NA,NA,NA,NA,NA
9, Parlante Portátil Bluetooth Con Radio Fm ,690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				132
				vendidos
			
		",(97 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3833
		
		 sin interés
		
	

	
		",33,NA,Envío a todo el país,NA,NA,4.4,10,http://perfil.mercadolibre.com.uy/MERCADOFULL82,https://articulo.mercadolibre.com.uy/MLU-455532602-parlante-portatil-bluetooth-con-radio-fm-_JM,6,3,0,1,0,#455532602,NA,NA,NA,NA,1 kg,NA,NA
10, Parlante Portátil Bluetooth Park Led Karaoke Batería Mic Loi ,39,42,"
			
			
				
				74
				vendidos
			
		",(2969 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8008
		
		 sin interés
		
	

	
		",08,NA,Envío a todo el país,NA,NA,4.6,7,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-456920787-parlante-portatil-bluetooth-park-led-karaoke-bateria-mic-loi-_JM,4,3,0,0,0,#456920787,NA,Kolke,NA,NA,NA,NA,NA
11, Parlante Bluetooth Resistente Tipo Jbl Charge Buenos Graves ,1090,NA,"
			
				Nuevo
			
			
				
					 - 
				
				246
				vendidos
			
		",(85 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,4.2,18,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450615769-parlante-bluetooth-resistente-tipo-jbl-charge-buenos-graves-_JM,9,4,4,1,0,#450615769,NA,JBL,NA,NA,NA,USB,NA
12, Parlante Bluetooth Jvc Portable 16w Rms Radio Fm En Loi ,57,71,"
			
			
				
				25
				vendidos
			
		",(2972 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 11704
		
		 sin interés
		
	

	
		",04,NA,Envío a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463512740-parlante-bluetooth-jvc-portable-16w-rms-radio-fm-en-loi-_JM,NA,NA,NA,NA,NA,#463512740,16 W,NA,NA,NA,NA,NA,NA
13, Parlante Flip4 Portátil Bluetooth Tipo Jbl Envío Gratis!! ,1150,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(17 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6389
		
		 sin interés
		
	

	
		",89,NA,Envío gratis a todo el país,NA,NA,4.8,221,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461735121-parlante-flip4-portatil-bluetooth-tipo-jbl-envio-gratis-_JM,185,29,4,1,1,#461735121,16 W,JBL,Flip 4,Activo,515 g,NA,NA
14, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(1765 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=5cxQ38kJSOdFQ1ATZk95bDgLZkdjArnwO%2FtXNm5sypLkVYGJ%2FtNuSt1CS80Y%2FEjOE6lhhlu%2FvdSiy3pvb8i%2BqSC7LlaFVXDooMqVF9mamPDQzgVOktkNOo%2FUz5%2FKjP57f86arsT%2B8nSncnzXSTVB4W5z1quSsw1X0WgB0T5jQHL6RqQLIK2Kr9siwsBLscEQDjZBjl7wlrve9r0HhflPqr2ChHLxp%2FpUUWsjlXMcLNwQ8t353Z9fTm%2FA1bZRiSoe9Qzpe3%2Bo8GSM%2FijwnebCDL46jSiu6DYVPEgSGcqx3%2FKlhTj71ghWPwu0ByXVkh7WTeDW3yiX2SbhDOD0mD2nJZ%2Fs3zD2tpZ8o9SN5kOGwsViZrq9DQsO6ILOT7osdd%2BdIsy%2Blq9rgP%2FJwDFX88irRH%2Fe8FARVdNz%2Bk%2BNcADHnYsYp3NUDNI7P7o7zYlRFmbKyrlatzrF55oWJVh%2B8BgQpxUYkEmz1CUreCVKUerYeCVanss0AjRImmCU%2BN2SLwc2bt0xVvTFUhKx3L5rRucqA0pvCOM56I3dU1jVEUa1CUEiT%2Bgr%2Fg%2B55dA8uIRl%2BwSKvcfJsMDCsrjltbC0T%2Fo2%2BMXUP2%2BZ5R1bPR%2Bwg9e1Yz6sRq852gBqpooZpf22yc8QoEi9sLxWR9kailMyfNCG06zGej2PwURzqetFXUTpchx1nmTVJ0fiDOZfYvtYAGeIO%2FXjEL8U2JTU1B1dmilt7Rvc48nMRS1cSP09pH6%2FMrL7W5SA4ezCrUPM4YkyYSmh3le6OSLc%2BJrh0ck0F6lcvvcS%2FArQwK7NPyyxkkxjM4Bo4jE1iUW67UHYLB7ynk4mTEpp9OJxT7iZ5UrdF1CumIRG2g1%2FQOIsFxJESTrfUdQ%2FfGtZ5JArobw%2FqpYtSkzCcriFLj2IMpGgqdkN8%2BjHmCCDQ0f6XVFOlS2DWDJhwYdgoD50lkHHu2aBOA8bUmtFLxrU5dtRsVC4luH1iRD0FJwNNBxTb8mwaFSbvUC5YlVOryecn%2FKpTnPhidIKlYmZoNJuIcTcEDmE2afFTIm8dwch9mbjzd%2BnCdl9zo%2BRo6ejFoBTXHgr4lTWVYC0BSH3ahRcVERaBiTYJ4NNRjRc%2B1iRMCeJ9porErJjekGRwBDXcU7Hs7gN7U3F3UAtqs%2BKWsCrIojG%2F2E9liKemfPqKLCRGdrNivR2psjVgAn6srAu0uji3atolZD5Pf%2F8rSgsqlH%2BCq0ofhQs6cCioBeDUZ7QNgS5j8dkhdsCfi8ST5wIqeTeDN4iTrm8A9WuWdecZ0lfZbxz2Lg2hBhOTZn5SFlriDWfnBIW7YEFtdFbHUkUHn4r7NS%2BKcIzaa%2BKa5ZZWtZsR0b9yqVVTd88y58t07yjH%2F1OP9Zi%2FOYbm%2F5h49BczylU4BGiUvATpUyW8yQg8YUNsb73bKG6hanlawMEfmtQqfVgCKBZPgyVuKB2wUs5biuZrkJNPx0zqRSd8uvrvoJg3NCtxAuO21R1zZMbf4RrU8QX9onuSdNEX4%2BQSLsaR2QnJ4tKKMejbcRCWZD2powbAwuaQPmR%2FOCz7wIRwgzuqUEA3oXIig0YaqtqaORlVWe1eIH5JW65uVfDAtL9QLcjFOnufjrSXvIfP4XJrQ%2F74u%2B1Dx4iitVZ2aOm4WGkbGLawbqol%2BQzCVW0UcRjhCMs7CV9iG39,3,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA,NA
15, Parlante Kolke Fiesta Plus 15 250w Rms Portátil Bat Mic Loi ,89,129,"
			
			
				
				17
				vendidos
			
		",(9983 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 18275
		
		 sin interés
		
	

	
		",75,NA,Envío a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-464025871-parlante-kolke-fiesta-plus-15-250w-rms-portatil-bat-mic-loi-_JM,NA,NA,NA,NA,NA,#464025871,NA,Kolke,NA,NA,NA,NA,NA
16, Parlante Mini Bluetooth Portatil Craquelado Ahorro Y Compras ,190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				57
				vendidos
			
		",(144 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1056
		
		 sin interés
		
	

	
		",56,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/JESDEN+SA,https://articulo.mercadolibre.com.uy/MLU-451362894-parlante-mini-bluetooth-portatil-craquelado-ahorro-y-compras-_JM,NA,NA,NA,NA,NA,#451362894,NA,NA,NA,NA,NA,USB,NA
17, Parlante Bluetooth A Prueba De Agua 5w Rms Con Ventosa Loi ,257,349,"
			
			
				
				28
				vendidos
			
		",(976 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1428
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,3.0,1,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-463417490-parlante-bluetooth-a-prueba-de-agua-5w-rms-con-ventosa-loi-_JM,NA,NA,NA,NA,NA,#463417490,5 W,Kolke,NA,NA,NA,NA,NA
18, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,1490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(932 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8278
		
		 sin interés
		
	

	
		",78,NA,Envío a todo el país,NA,NA,4.0,10,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=MtfzNi%2FTyPndRai8x8S%2FRP1Ki2urI7rQLhx%2FHOgL00j8FRKTn%2FoDI2tId%2FrpEZo%2B74m8WNBcULqWaI64fsqz2QuuusgJ%2BkPzK%2B0vl9qAJQ1iYpjSvtoNzvXvBALT%2FJkYSAgGMrd%2BBMRcJiKEGeTyYblKiR2FFN81ia9oTB4PXKXr6NcX5ihWOLFx1y4%2F08yjBwjZBwM9wVhVZYv0ih45%2FHRT%2BOoIgJFSNBivKalv%2FW88GIJxOQXKBynIpkomnttQR20%2Fu3xqcPlJXBK6gYfYVv7DVrlD9z6LuCvgknTKvAtkLqrm5cJH4slQDvlY0YPbX1oyEdahESBtv4LzzxREEpzFLWS1oT3DzUQroxIeHCbuLFyYVi673jkr%2BLqwBaz188jJj1ScI8yp19zsaVEgMOUWWGwQ25Ynt7VLM0BMVcwpAKBaeWZPzuTIg5bP5kCMt%2BM1JpQMyjazPUVhuTAb4ry%2BTeCtLOUuSp2qhp5J%2BroGXspmSSsKZk9V1MmteNu3vFscqQEotkhxXhe9ePuWSnhTu7zTFkDIeP1o7JrnEc55GJBDiyx2ECxyhX%2FM3i%2BiO4OFaSuoEx%2B7Koh91sLI%2BVXLEkxkIyAYC4DXxFnrAOuNjIk0z0juNydXMBRv3vU%2F3s%2F6WyOzKa0vZPZlzyY5wFIggJRt%2BRGWKqRHF2r1oQhZ79YZ1Yr1x4xUDVloBmRvNWANSXQcdHAeBNrk8AoUWu%2BgnKhwTJOdZz7wqhOCYXRKsJ%2FBmVNl%2BOusyEcLMgxAjV5J06pCS7xC5P3f%2FF9NdrNMHBhzS7pWaU6j3ZzlRJka8OnKHH%2FIzeDHNEfdLh1%2Bbfda1IHfgkYvgTLODhz1m2pzDwjEwdN3Mwi2yIBxV8J9J28jqcFVouWj3ofhDj4UGrpaoBZzBJkto53L2YCZ2irWdJsLDCJUGMda3POhTAlQ4jl0hgFVBuA4s9CxiTgfOBQjdQiWnENJcWmyNwF1fiOkPRw1FZYbzi3p024vRfz2v0X6beChhggIYj3qg%2Bq5CjlQiV%2Ft%2FnupbOdk5pjY1QwHQwyhdnBVcRDGE5OLmQFFG9KBR6IA25UKcCJw27ZhKRcJUy1KL%2FzbKTYL98wRtMI0BboQGKdJu9RyIWofqd8vLu%2B0N1hCjWa7C44HUVSRrb4tJuj%2B9qiJWNd2Kl3s5tN9%2B%2Fz8ZXBh154FSqWgTn4kWNtUhKsL9ChK5T9J12M%2BVEFatbnOvbOskiaA9%2BnY3txcZ4nBvMnPxiZdFxRx%2FLM3s79AvGGeG8PkkJ2RPC1tX4n1C3wHrnsxJG7jaM97%2FxV3EjMd%2BamvF0DemHE2xfBB2gmnqvUNSYPUlmK7jTqZr7VGz9N1epDdZWnZG9tAn5qGHy4vFxrWaXkKmegxH4IguNeMPgZ3eBhHcNdIrFhhxhnc%2FO4W9WdY3OPYAYs%2BmMwzZtpWYvm54mP8fLVmlhZbOig41ab98Ca0hFgz0TVV27J3p%2FgH%2FhU43VcvjaAagHjowfJRrvtC7l8KPFsiXfNgXRlDg1JLNB4xq6IgsWtBGY790iYiAWVZXTN%2FQQ7G2P%2FZ7nolZsBk6S82ouCMoy7LSIuZ85Nz0IQl%2BkA6dMHR1lClesW3nAn0%2FLPFBlB2ulZhfa8nkrRuQZfeTY4ZRYtBm9KEA6su7zlUIuy59XTQQglYxR3BcTJxPA%3D%3D,5,3,0,1,1,#455224472,40 W,Xtreme,Xtreme,Pasivo,NA,NA,NA
19, Parlante Bluetooth Kolke Shake A Batería Con Mic Oferta Loi ,37,39,"
			
			
				
				23
				vendidos
			
		",(981 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7597
		
		 sin interés
		
	

	
		",97,NA,Envío a todo el país,NA,NA,5.0,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-460487947-parlante-bluetooth-kolke-shake-a-bateria-con-mic-oferta-loi-_JM,NA,NA,NA,NA,NA,#460487947,NA,Kolke,NA,NA,NA,NA,NA
20, Parlante Barra De Sonido Bluetooth Tv Potente Calidad Smart® ,1379,NA,"
			
				Nuevo
			
			
				
					 - 
				
				35
				vendidos
			
		",(1765 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224414-parlante-barra-de-sonido-bluetooth-tv-potente-calidad-smart-_JM,3,1,0,0,0,#455224414,NA,NA,NA,NA,NA,NA,NA
21, Parlante Portatil Bluetooth Jbl Charge 3 Batería Futuro21 ,6249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				49
				vendidos
			
		",(4 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 34717
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,4.6,23,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458974093-parlante-portatil-bluetooth-jbl-charge-3-bateria-futuro21-_JM,16,5,2,0,0,#458974093,20 W,JBL,Charge 3,Pasivo,NA,NA,NA
22, Parlante Bluetooth Jbl Charge 4 Directo Del Importador ,6399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 35550
		
		 sin interés
		
	

	
		",50,NA,Envío a todo el país,NA,NA,4.8,46,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-460591460-parlante-bluetooth-jbl-charge-4-directo-del-importador-_JM,37,7,0,0,1,#460591460,30 W,JBL,Charge 4,Activo,965 g,NA,Negro
23, Mini Parlante Portátil Bluetooth Mp3 Sd Recargable Clicshop ,185,NA,"
			
				Nuevo
			
			
				
					 - 
				
				61
				vendidos
			
		",(21 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1028
		
		 sin interés
		
	

	
		",28,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-453546717-mini-parlante-portatil-bluetooth-mp3-sd-recargable-clicshop-_JM,NA,NA,NA,NA,NA,#453546717,NA,NA,NA,NA,NA,NA,NA
24, Parlante Portatil Ledstar 6 Bluetooth Bateria Futuro21 Dimm ,1199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(96 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,2.3,3,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606518-parlante-portatil-ledstar-6-bluetooth-bateria-futuro21-dimm-_JM,0,0,1,2,0,#446606518,NA,Bose,NA,NA,NA,NA,NA
25, Parlante Bluetooth T&g Portátil 10w Resistente Al Agua Loi ,677,713,"
			
			
				
				23
				vendidos
			
		",(993 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3761
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462550224-parlante-bluetooth-tg-portatil-10w-resistente-al-agua-loi-_JM,NA,NA,NA,NA,NA,#462550224,10 W,NA,NA,NA,NA,NA,NA
26, Micrófono Karaoke Bluetooth Inalámbrico Parlante Usb Oferta ,645,NA,"
			
				Nuevo
			
			
				
					 - 
				
				312
				vendidos
			
		",(126 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3583
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.1,34,http://perfil.mercadolibre.com.uy/ELECTROVENTAS+ONLINE,https://articulo.mercadolibre.com.uy/MLU-454535976-microfono-karaoke-bluetooth-inalambrico-parlante-usb-oferta-_JM,18,10,1,1,4,#454535976,NA,NA,NA,NA,NA,NA,NA
27, Parlante Tipo Jbl Xtreme Bluetooth Portable Musica Waterpool ,1490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				68
				vendidos
			
		",(932 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8278
		
		 sin interés
		
	

	
		",78,NA,Envío a todo el país,NA,NA,4.0,10,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-455224472-parlante-tipo-jbl-xtreme-bluetooth-portable-musica-waterpool-_JM,5,3,0,1,1,#455224472,40 W,Xtreme,Xtreme,Pasivo,NA,NA,NA
28, Parlante Portátil Bluetooth 3w Rms Usb Microsd Aux En Loi ,257,NA,"
			
			
				
				18
				vendidos
			
		",(992 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1428
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,4.0,2,http://perfil.mercadolibre.com.uy/LOI+URUGUAY?brandId=638,https://articulo.mercadolibre.com.uy/MLU-462660839-parlante-portatil-bluetooth-3w-rms-usb-microsd-aux-en-loi-_JM,NA,NA,NA,NA,NA,#462660839,3 W,NA,NA,NA,NA,NA,NA
29, Parlante Portatil 15´´ Bluetooth Microfono Con Luces Dimm ,109,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(93 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 22381
		
		 sin interés
		
	

	
		",81,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-449928360-parlante-portatil-15-bluetooth-microfono-con-luces-dimm-_JM,NA,NA,NA,NA,NA,#449928360,NA,NA,NA,NA,NA,NA,NA
30, Parlante Bluetooth Jbl Charge 3 Resistente Al Agua ,6300,NA,"
			
				Nuevo
			
			
				
					 - 
				
				114
				vendidos
			
		",(886 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 35000
		
		 sin interés
		
	

	
		",00,NA,Envío gratis a todo el país,NA,NA,4.8,7,http://perfil.mercadolibre.com.uy/URU-MARKET,https://articulo.mercadolibre.com.uy/MLU-459229297-parlante-bluetooth-jbl-charge-3-resistente-al-agua-_JM,5,1,0,0,0,#459229297,20 W,JBL,Charge 3,Pasivo,800 g,NA,Gris azulado
31, Parlante Portatil Jbl Go 2 Bluetooth Colores Futuro21 Dimm ,1599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				56
				vendidos
			
		",(8 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 8883
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,4.8,226,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-446606517-parlante-portatil-jbl-go-2-bluetooth-colores-futuro21-dimm-_JM,189,32,2,2,0,#446606517,3 W,JBL,GO 2,Activo,NA,NA,NA
32, Parlante Equipo Audio Sony V81 Alta Potencia Bluetooth Pcm ,899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.84595
		
		 sin interés
		
	

	
		",95,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-458268876-parlante-equipo-audio-sony-v81-alta-potencia-bluetooth-pcm-_JM,NA,NA,NA,NA,NA,#458268876,NA,Sony,NA,NA,NA,NA,NA
33, Parlante Portátil Jbl Flip 4 Bluetooth Gtia 1 Año Solo Febo ,4275,NA,"
			
				Nuevo
			
			
				
					 - 
				
				108
				vendidos
			
		",(99273 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 23750
		
		 sin interés
		
	

	
		",50,NA,Envío a todo el país,NA,NA,4.8,221,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-453364621-parlante-portatil-jbl-flip-4-bluetooth-gtia-1-ano-solo-febo-_JM,185,29,4,1,1,#453364621,16 W,JBL,Flip 4,Activo,515 g,NA,NA
34, Parlante Boombox Resistente Al Agua Tipo Jbl Bluetooth Radio ,2290,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(20 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 12722
		
		 sin interés
		
	

	
		",22,NA,Envío a todo el país,NA,NA,4.5,5,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-450436906-parlante-boombox-resistente-al-agua-tipo-jbl-bluetooth-radio-_JM,3,0,1,0,0,#450436906,NA,JBL,Boombox,Activo,1700 kg,NA,NA
