search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga
21, Rasuradora Taurus Baco 3w Recar 3 Cabezas ,549,NA,156,8,12 meses,54.24,NA,Llega gratis mañana,NA,NA,4.6,10,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638161-rasuradora-taurus-baco-3w-recar-3-cabezas-_JM,8,0,2,0,0,#591638161,Taurus,RASURADORA,Baco,Giratorios,3,Rotativo,Recargable,45 m,45 m
22, Micro Touch Max Recortadora Vellos Nariz Barba Patillas ,274,289,92,4,18 meses,15.25,NA,Llega gratis mañana,NA,NA,3.7,3,https://perfil.mercadolibre.com.mx/REMATELIBRE.MX,https://articulo.mercadolibre.com.mx/MLM-678019950-micro-touch-max-recortadora-vellos-nariz-barba-patillas-_JM,1,1,0,1,0,#678019950,MicroTouch,TODO EN UNO,Max,Removibles,NA,NA,Eléctrica,NA,NA
23, Maquina Rasuradora 3 Cabezas Independientes Recargable ,299,NA,35,35,18 meses,16.61,NA,Llega gratis mañana,NA,NA,4,1,https://perfil.mercadolibre.com.mx/ANDROMEDA+INC,https://articulo.mercadolibre.com.mx/MLM-685703499-maquina-rasuradora-3-cabezas-independientes-recargable-_JM,0,1,0,0,0,#685703499,Health Essentials,Caballero,32936,Giratorios,NA,NA,Recargable,NA,NA
24, Rasuradora Philips Norelco Mg3750 13pz Recargable Litio 60mn ,599,NA,1679,109,12 meses,59.18,NA,Llega gratis mañana,NA,NA,4.9,99,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581331744-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,91,6,2,0,0,#581331744,Philips,Multigroom 3000,MG3750/60,Removible,3,Láminas,Recargable,60 m,NA
25, Rasuradora Recargable Wahl 14 Pzas Recontruida De Fabrica ,247,NA,48,31,18 meses,13.78,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/GWORLDEMPRESAS,https://articulo.mercadolibre.com.mx/MLM-675779088-rasuradora-recargable-wahl-14-pzas-recontruida-de-fabrica-_JM,1,0,0,0,0,#675779088,Wahl,Rasuradora Eléctrica,All-In-One,Removibles,NA,NA,Recargable,NA,NA
26, Rasuradora Electrica Philips At620/14 3hd Seco Mojado ,"1,199",NA,158,9,18 meses,66.61,NA,Llega gratis mañana,NA,NA,4.7,11,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-562492658-rasuradora-electrica-philips-at62014-3hd-seco-mojado-_JM,8,3,0,0,0,#562492658,Philips,AquaTouch,AT620/14,NA,NA,Sistema de cuchillas CloseCut,Batería,Batería recargable,NA
27, Rasuradora 3 Cabezas Recortador Para Nariz Y Orejas Rms-b ,398,NA,74,4,18 meses,22.11,NA,Envío a todo el país,NA,NA,3.3,13,https://perfil.mercadolibre.com.mx/TIMCOWEB?brandId=1277,https://articulo.mercadolibre.com.mx/MLM-601445934-rasuradora-3-cabezas-recortador-para-nariz-y-orejas-rms-b-_JM,5,0,2,3,2,#601445934,Timco,NA,RMS-B,Giratorios,3,Rotativo,Recargable,35,8 h
28, Rasuradora Afeitadora Wahl Recargable 14pz All In One 80mn ,549,NA,360,54,12 meses,54.24,NA,Llega gratis mañana,NA,NA,4.8,13,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-581799353-rasuradora-afeitadora-wahl-recargable-14pz-all-in-one-80mn-_JM,11,2,0,0,0,#581799353,Wahl,all in one,9685-200,Removible,3,Láminas,Recargable,80 m,1 s
29, Rasuradora Taurus Argus 2.5w Recar 2 Navajas ,369,399,282,5,12 meses,36.45,NA,Llega gratis mañana,NA,NA,4,16,https://perfil.mercadolibre.com.mx/LIFTORTIENDAOFICIAL?brandId=1084,https://articulo.mercadolibre.com.mx/MLM-591638171-rasuradora-taurus-argus-25w-recar-2-navajas-_JM,10,1,2,1,2,#591638171,Taurus,RASURADORA,Argus,Planos,2,Láminas,Recargable,45 m,6 h
30, Máquina Shaver Afeitadora Profesional Foilfx02 Babyliss ,"2,220",NA,23,5,18 meses,123.33,NA,Llega gratis mañana,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CARAS1990?brandId=1233,https://articulo.mercadolibre.com.mx/MLM-667660585-maquina-shaver-afeitadora-profesional-foilfx02-babyliss-_JM,1,0,0,0,0,#667660585,BaByliss,FoilFX2,FoilFX2,Removibles,NA,NA,Recargable,180,NA
31, Micro Rasuradora Portatil Contra Agua Force Como Vio Tv! ,119,NA,144,60,18 meses,6.67,NA,Envío a todo el país,NA,NA,4.1,10,https://perfil.mercadolibre.com.mx/CORP.RES+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-554789483-micro-rasuradora-portatil-contra-agua-force-como-vio-tv-_JM,7,1,0,0,2,#554789483,CORP.RES ELECTRONICS,RASURADORA,WET & DRY SHAVER,Planos,2,Láminas,Eléctrica,10 m,0 m
32, Philips Norelco 3000 Recortadora Barba Delineadora Nasal Potente Inalambrica ,599,NA,78,25,18 meses,33.28,NA,Llega gratis mañana,NA,NA,4.6,5,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-647954731-philips-norelco-3000-recortadora-barba-delineadora-nasal-potente-inalambrica-_JM,3,2,0,0,0,#647954731,Philips,Trimmer,Trimmer Multigroom 3000,NA,NA,Láminas,Recargable,NA,NA
33," Maquina Afeitadora, Rasuradora Al Ras, Delineadora Recargable Norelco Philips ",799,NA,43,9,18 meses,44.39,NA,Llega gratis mañana,NA,NA,4.7,3,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-666052072-maquina-afeitadora-rasuradora-al-ras-delineadora-recargable-norelco-philips-_JM,2,1,0,0,0,#666052072,Philips,Norelco,Star Wars,Flexibles,NA,NA,Eléctrica,40 Minutos,NA
34, Maquina Rasuradora Corta Pelo Estuche Con 6 Piezas Barberia /e ,304,361,28,NA,18 meses,16.89,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VENTRONIC_T.O?brandId=1714,https://articulo.mercadolibre.com.mx/MLM-665808526-maquina-rasuradora-corta-pelo-estuche-con-6-piezas-barberia-e-_JM,NA,NA,NA,NA,NA,#665808526,Wahl,Cortadoras de pelo,9298-500,Removibles,1,GyroFlex 3D,Eléctrica,Rasuradora,NA
