search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga
153, Afeitadora Electrica Philips Brl130/00 Satin Shave Advanced ,599,NA,1,3,18 meses,33.28,NA,Llega gratis mañana,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SEGUNDOPISO+420,https://articulo.mercadolibre.com.mx/MLM-665674162-rasuradora-para-area-de-bikini-philips-brt383-2-cabezales-_JM,NA,NA,NA,NA,NA,#665674162,Philips,RASURADORA PARA AREA DE BIKINI,BRT383,Removibles,NA,NA,Recargable,PILAS AA,NA
154, Recortadora Afeitadora Barba Philips Norelco 7200 Envio Inm ,"1,599",NA,25,1,18 meses,88.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TODONUEVOYMAS,https://articulo.mercadolibre.com.mx/MLM-675365319-recortadora-de-vello-pubico-y-corporal-manscaped-_JM,NA,NA,NA,NA,NA,#675365319,Manscaped,Lawn Mower,2.0,Removibles,NA,NA,Batería,NA,NA
155, Afeitadora Rotativa Microflex Remington - A4050 ,559,NA,10,4,18 meses,31.06,NA,Llega gratis mañana,NA,NA,5,1,https://perfil.mercadolibre.com.mx/ARAL4004850,https://articulo.mercadolibre.com.mx/MLM-608594432-rasuradora-philips-norelco-mg3750-13pz-recargable-litio-60mn-_JM,1,0,0,0,0,#608594432,Philips,Norlenco,MG3750/60,Planos,3,Láminas,Recargable,60 h,1 m
156, Rasuradora Y Delineador Pro Barba 2 En 1 Razorpro ,"1,279",NA,134,13,18 meses,71.06,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/SALAG+M%C3%89XICO,https://articulo.mercadolibre.com.mx/MLM-643641170-rasuradora-wahl-5-star-shaver-_JM,2,0,0,0,0,#643641170,Wahl,5-Star,Shaver,Removibles,1,Rotativo,Recargable,3 HORAS,50 m
157, Perfilador Delineador Ceja Nariz Barba Motorizado Timco Full ,149,NA,158,842,18 meses,8.28,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/HDED4573178,https://articulo.mercadolibre.com.mx/MLM-657157264-rasuradora-multifuncional-portatil-barba-cabello-recargable-_JM,2,0,0,0,0,#657157264,LJK,NA,LJK-216,Removibles,3,Lift&Cut,Recargable,45 minutos,12 h
158, Rasuradora Electrica Recargable Timco 3 Cabezas Flotantes ,299,399,49,4,12 meses,29.54,NA,Envío gratis a todo el país,NA,NA,3,2,https://perfil.mercadolibre.com.mx/MERCADAZOOFICIALES?brandId=880,https://articulo.mercadolibre.com.mx/MLM-566766881-trimmer-remington-rasuradora-cortador-nariz-ceja-oido-vello-_JM,0,0,2,0,0,#566766881,Remington,CORTADORAS,NE3200 B,NA,1,Láminas,Eléctrica,NA,NA
159, Rasuradora Recargable Remington Afeita Barba Y Delinea Patilla 1230 Full ,389,NA,25,8,12 meses,38.43,NA,Envío gratis a todo el país,NA,NA,4.6,12,https://perfil.mercadolibre.com.mx/RUMA3289457,https://articulo.mercadolibre.com.mx/MLM-634581917-rasuradora-remington-dual-foil-tf70-negra-envio-gratis-_JM,8,2,1,0,0,#634581917,Remington,Remington,TF70,Flexibles,1,Láminas,Eléctrica,60 m,1 s
160, Rasuradora Eléctrica Para Barba Y Cabello Recargable Dt216 ,269,NA,34,NA,18 meses,14.95,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.com.mx/RAYSHOP+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-644229512-rasuradora-electrica-para-barba-y-cabello-recargable-dt216-_JM,0,1,0,0,0,#644229512,OEM,Recargable,DT-216,Planos,1,Láminas,Recargable,45 min,90 m
161, Rastrillo Mas 17 Cartuchos Schick Hydro 5 Sensitive ,599,NA,16,2,12 meses,59.18,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/SAIZA2018,https://articulo.mercadolibre.com.mx/MLM-633327640-rastrillo-mas-17-cartuchos-schick-hydro-5-sensitive-_JM,1,0,0,0,0,#633327640,Schick,Hydro,647849,Planos,3,Lift&Cut,Recargable,5,1 m
162, Cuchilla Repuesto Rasuradora Wahl Shaver 7031-100 ,475,NA,51,1,18 meses,26.39,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/OH+BELLEZA,https://articulo.mercadolibre.com.mx/MLM-586312395-cuchilla-repuesto-rasuradora-wahl-shaver-7031-100-_JM,NA,NA,NA,NA,NA,#586312395,Wahl,repuesto,7031-100,Removible,NA,Láminas,NA,NA,NA
163, Afeitadora Andis Profil Lithium Titanium Foil Recarga Fade ,"1,399",NA,12,1,12 meses,138.21,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MITIENDON,https://articulo.mercadolibre.com.mx/MLM-699563914-afeitadora-andis-profil-lithium-titanium-foil-recarga-fade-_JM,NA,NA,NA,NA,NA,#699563914,Andis,Profesional,Profoil Shaver,Planos,NA,NA,Recargable,80 min,NA
164, Combo Rosefx Recortadora + Terminadora + Sus Accesorios ,"4,254",NA,4,1,12 meses,420.26,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PUNTA+BELLEZA,https://articulo.mercadolibre.com.mx/MLM-696103669-combo-rosefx-recortadora-terminadora-sus-accesorios-_JM,NA,NA,NA,NA,NA,#696103669,BaBylissPRO,barberia,RoseFX,Planos,NA,NA,Eléctrica,NA,NA
165, Maquina Terminadora Delineadora Barba Bigote Nasal Remington Recargable Inalambrica ,549,NA,18,96,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-665256680-maquina-terminadora-delineadora-barba-bigote-nasal-remington-recargable-inalambrica-_JM,NA,NA,NA,NA,NA,#665256680,Remington,Recortadora,NA,Flexibles,NA,NA,Eléctrica,40 Minutos,NA
166," Philips Norelco Rasuradora Mg7790-18 Piezas, Barba, Cuerpo. ",999,NA,24,213,18 meses,55.50,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/VADA3470483,https://articulo.mercadolibre.com.mx/MLM-676650261-philips-norelco-rasuradora-mg7790-18-piezas-barba-cuerpo-_JM,1,0,0,0,0,#676650261,Philips,Norelco,MG7790,Flexibles,NA,NA,Batería,NA,NA
167, Rasuradora Afeitadora Profoil Lithium Plus Andis Shaver ,247,NA,48,31,18 meses,13.78,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/GWORLDEMPRESAS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=H13YPH0H8qwT%2BLgGO2pYm15Xkx3CBCKUkCisRQh5y6kGpKZOpkNL9UwIw2pd3kxI4AvcHkT3SuPRMQLBRCgGwoVcC5MdDwLbwJ7RIUOz%2FzeyPn0ivRgO6CUstW55uF1TnDfJ63Gwbq4Onfox6mscliK8wqIh0DM3wBx1kPnIXZmZMTjXjlQMS4BMqredp%2BftlFwqXGAuAMPbHwGrImdIpzMWC8I8MkS8M0lt%2BLfU4xzahOxG%2BhaHNXfNSZLG07Quzw0HVspzeeev92uykzjubjSB00VMNRt3RTlxIDTanMYO3xZoVIKrlIFBbrXIOrOqB%2BAUh7A%2FTWbs1Q8Lxfmad8bMNTDj16Le2EQdKUxSLBXjhovU6Rbb42vx4N2KDpRA5BBWU6%2BDOBi54vu96bp5O3XZsbFiJkjf7oBW8WhL1j6sa3Yf%2B3lH0iAPA2jFqYwyJ1m9UfxrHDoaiJuTgWxyxgeMrYnViyiRSbs9fiElM9ZH6fAKELy0pKt8xy0ffPyeaUpPB3He26CjoRNFbqkvJ6K8795UNCb7FVtfIQlWFzKfTplOoKb1jx9hhth%2Bc%2B5N0KvX%2FBbtGTQmU3ocFt4Fq%2FX9GzW9SbZ9vODKdZrFgDL7S0RUo34B%2FFQnChSr%2F9%2BNwk89SJ1xmN9JzJJZ6HsYErieDDkqaDKDEkWBGOvH4maKQbccsMz8XIHGf%2BP%2FmGiiSGfOjNmQMDQ3gC8UOBPQb6BMwCHv8X1OqluZf3KuQ%2BVcJjlWmeFRtsIDRug9QfQSLYYOnHpyvCsr%2BjevEtBD7JLpGJgK%2FVvQQyUmbtb8wf2rSKWbJpTsVfLcIWhqbHSWbHA282yDnEhyIHd1NcH71XpsnoyEK8%2F%2Bk1fwbxbSJicdo6eZLJ64v%2BZzm3s%2FLdGoNQm4IRedj3hjXYoQAKtRoErks5pF8oseOrgGuAn58vc16XVwQb1HOY0ejFbUMPq%2BGEegvRQbaciXYPV6BQNMmQTPgAGq58W25RO7LA3QCCWKsJlnO%2Fcf859KWuHlfDAyhVZGd4dB6aVpFz6ZCBBxNF83uHYYhQls9OM30kSYWBT%2F9eKQVMT%2FvUimMyRtWCvq3Uh7h%2FXVEsWucsaybdP5nZZYerKHdFpG%2B2%2B2CMzwRssEKoDDFhxQ5mFTFSOInMeyZixF4LgxBlQS9f5IFxmcbuHNPaG5hzI6YpkhbbtfvpLLGgLRckBY0j1V61vqX9tElhs0Q75%2Bc4274cyKYh3wPFfQcdoOkr33SAmOVZgaWAE1LvpF22BkFoDlF40xRHMtHKO%2FIchhriz8AvQ8LX3gMytBB8t5WaKaJ8G7uQVpI6gs9cVjSv2A58lQUGThCc0zZYzr%2FuWjRNlOVJdlvhgKoMNmU7koSPYjBL3EMvgWPZ8E%2BnO67UI5kzUEpFhl1LIDOFqjvKeElylXc4Vsef2%2FN1e2L%2FfS7h7XK%2BNED%2FntT9HPsTZTP0O9s3xgPbQyTwCaKbe00acFJnogy3%2BtT%2B6i5AI%2F%2FaIUocAbx2lwyCs3qPR0KZ%2BlqC5fjoBAit7XaaTT67BeOFO65ERxyX1UQSn%2BhvIFkbhnllR1Wzo7eIbjbbz6GPMdlalfSN35rDzxRU5Mrbl3xeh1IhxS3FQzqxEcBhIjgHOIZVmqrZ9YTqsAZx8WpKtndfSRKzvSrSbQziey4sReZlf6%2B8S0DZe973Dsf%2BPT9ewIJxZixFkXnD6EScmerr6XuYg1RvSaHWxQv884HMmZzRgfR8ekz0O%2BDJ9DBoAJRzeOJBUyRZzRdDRvApcLQBNVEv59PG9y1%2BE%2BGgVHW6KXGltR2CqNON4Jd5Eirj0yTxalkgYMNpvUnmXKjn%2Bgvg59xRdh277Mwa1M5kkVtoMhVRBifvxjj55T6l91zpzV2UM%3D,1,0,0,0,0,#675779088,Wahl,Rasuradora Eléctrica,All-In-One,Removibles,NA,NA,Recargable,NA,NA
168," Shaver Profoil Lithium, Afeitadora Porfoil, Rasuradora Andis ","1,389",NA,15,3,12 meses,137.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PUNTA+BELLEZA,https://articulo.mercadolibre.com.mx/MLM-600611500-shaver-profoil-lithium-afeitadora-porfoil-rasuradora-andis-_JM,NA,NA,NA,NA,NA,#600611500,Andis,ProFoil,Profil Lithium,NA,NA,NA,NA,80 m,NA
169, Rastrillo Electrico Philips One Blade Recargable ,"1,270",NA,17,1,18 meses,70.56,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PCDEPOTMTY,https://articulo.mercadolibre.com.mx/MLM-660608641-rastrillo-electrico-philips-one-blade-recargable-_JM,NA,NA,NA,NA,NA,#660608641,Philips,OneBlade,QP2530,Planos,1,Láminas,Recargable,45 min,8 h
170, Rasuradora Eléctrica 3 Cabezas Afeita Remington Dual R0050 ,558,NA,32,6,12 meses,55.13,NA,Envío gratis a todo el país,NA,NA,3,2,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-630315711-rasuradora-electrica-3-cabezas-afeita-remington-dual-r0050-_JM,0,0,2,0,0,#630315711,Remington,Rasurdora,R0050,Flexibles,3,Rotativo,Eléctrica,Se conecta a corriente,NA
171, Maquina De Afeitar 3 Cabezas Rasuradora Electrica Recargable ,899,NA,77,2,12 meses,88.81,NA,Envío gratis a todo el país,NA,NA,4.9,11,https://perfil.mercadolibre.com.mx/RGCBRANDS+MEXICO,https://articulo.mercadolibre.com.mx/MLM-613333975-maquina-de-afeitar-3-cabezas-rasuradora-electrica-recargable-_JM,10,1,0,0,0,#613333975,NPET,NA,ES8109,Removibles,3,Rotativo,Recargable,120 minutos,1 h
172, Rasuradora Corta Vello Barba Bigote Remington Pg6155 Recarg ,"1,199",NA,7,3,12 meses,118.45,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-674417444-rasuradora-corta-vello-barba-bigote-remington-pg6155-recarg-_JM,NA,NA,NA,NA,NA,#674417444,Remington,Bear Boss,PG6155,Removibles,NA,NA,110 v,NA,NA
173, Rasuradora Recargable Wahl 14 Pzas Recontruida De Fabrica ,"1,755",NA,2,6,12 meses,173.38,NA,Llega gratis mañana,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PUNTA+BELLEZA,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=JOOzGLTOfvSk41o6Y7Va8ansxpX0l3oNICJEqRGlDvvmdI2Zea1jnG272GIs58xXyPJfGAQMyoZsS%2FJ9xfdLcJQepWIt6DAo8R10vuwxF3xMHOCy%2Bz2Sw%2FPs4tk31ZUHxzvJHaJfusj6GgxDRtwVHMHaCBqfvAt7tQ6Ctnf9HuEtVWfBhATi%2B4mnjG62OmWQXXe89jesyz7eCzlJl3pGxcJ2gkA5IkM%2FfNkou4TA0kBl%2BxdmmGrSIgBOYpZk2z2qwXQJCF6BX3bvm7EQyBHmZIlMz2R0qnDzI%2Fq6Em7deQkMDoY0f%2FlPzOcSYGNj3xEaDF1tFqNGdvi81k8heWRkfAjqgVh7lr%2BCV86Z56RoZWuu3vUToe%2FIUR%2Fu4RlsHlOeI%2F50iLAj2f45OtjyIgQQIAPvqbrV%2FnxQxqlqHjegYmwtxXwDQgZAZrABbB71ZD5wzRHgQxakuxndF%2Bw%2BRKY6CWZ%2FdnLnUN4Dxeu4djyGoVDWXPnM%2FX8irfFeq2Kv32A0j0r5ag3RuSULmJsubIj3uoqlf08%2FSfV5WoDgMSHw3mMq%2BpFpansnRvSTHgKTvNb4iVSOp%2B5sxs5gcWTy%2FuGrgB1c7%2BOLL0FyhAFpMdCiI2pgVX9qdWaJyFcnc5sGo6Pyp87%2BAEBbF0C%2BgyQtpbDBwbVYSkqSt7Uhoj%2FxQl8aLQtLuGu2dgTtbeI1P5FgBhisB45hhdLTqRH3lYvrW4bIqLtYnrUlGiJDxspTiDKE860Sw7wzC%2FT3hVNm5KrtJv3kgFShD%2FDIFCinEU3K6IJaDSfTOUzaL10Tsu6E1i1%2BtPnRwPKaUUAUfa0HiTD4pu20wl%2BTNv8qyJwKaRpk3%2B7JWhej%2Be3Z7TQf0otGdRD4dbk0x3ca74462qrnEn8zva%2B34iiSEwg0z8lHCBQmogT8E3%2BoEAkA6HYNgQjasXr4OFqTx3Ixv7bGJ%2B5fVBSul%2F0Z82OUVQv%2BpmrZvpMmd9sCTkTarUwYDXM8VQX%2BiAIgZU3Xi4bdP17AXxfzuxo4uEvRSbOpPcjW75lW0bufZAdMAL7QeCf2uC%2FzwhJlmE%2FR7J%2BKl1KT3cIYRkPXT%2FBfF8SAM4e05r9BKjsgzkvodPPpEqGOY16dugdTiCwRFq%2ByoOk%2BvwKwerb%2BY2CQ2utgKwFvcm0v9pwnL1N8PuRb7vDTW2Wy7KPXrR%2FwWfc7KnjndRD2%2BGYQQKw6%2B5T9Tk0Tl4kkLtIbtp3%2FewhzlDvYi3dn8DXDUwmnmMhzG6ES0S5o%2Bp%2BC9JiQzjbKYpo%2B2ZWDG3jrratr6yHITr0Nhj5xOfptsS%2FcMXLUomUxYLbzKOrjuIgRnbnuLiGUzuj3cNkEWtqNIw%2BHssuutR23sKaA8EOC8bI%2FHB8ljoMSGRJcS6LXvVUac4n%2FO0Lxx88ypsKHo4QNTMRKW9yoT9b%2BZnRff3LweA8uxf0sGtoh6Am6TC2B4wOKFEnPCETv68tRu%2FjyOiqDIXr8x1yho%2FaiQr3ho6onotD7djspwgFuGZxPtxOUfRZkdux%2BKRkBkgSlGKNDbElG6BxaJ72stJRcs727ZipCEvTEYpkOYu17iXEaqKDKkMDbIcTJGqGgIdXGotr2BhuiiPdJvF%2FXA42qqS%2BmdmL9nSLyOPSWNhoQg8KzlFYSzj5%2FyVHMoOeqG%2B075l5b7MJVcXc27CsOGZ9BKLfig%2FCQvrZ1j7Fv04F8ZosMVkjTx1NmIDCgKA1x4mg7xwhLJfIi9qCgBc1XTtbqTvb%2FFePmh5ng0TLMtoZHynnNJdiWlfP8vwW9eRq6PQghF%2B%2B9agEl3NrZ1VQPedQFY2iJ4MsUi%2F2SY5lLbhIw7R3O5SED8eevhAb%2FaxhvEFaOoRlVu7LnIctzMXDLgYoKDZDLlT93,NA,NA,NA,NA,NA,#681438749,BaByliss,Babyliss Pro,ROSE FX Fx788rges,Planos,NA,NA,Eléctrica,NA,NA
174, Rasuradora 3 En 1 Multifuncional Barba Cabello Nariz Dt269 ,230,NA,91,1,18 meses,12.81,NA,Envío gratis a todo el país,NA,NA,2.8,4,https://perfil.mercadolibre.com.mx/RAYSHOP+ELECTRONICS,https://articulo.mercadolibre.com.mx/MLM-639266378-rasuradora-3-en-1-multifuncional-barba-cabello-nariz-dt269-_JM,1,0,1,1,1,#639266378,OEM,Recargable,DT-808-269,Planos,3,Láminas,Recargable,80-90 min,90 m
175, Rasuradora Recargable Remington Afeita Corta Y Limpia Xr1395 ,"1,747",NA,16,2,12 meses,172.59,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DIRECTISHOP+OFICIAL,https://articulo.mercadolibre.com.mx/MLM-628405506-rasuradora-recargable-remington-afeita-corta-y-limpia-xr1395-_JM,NA,NA,NA,NA,NA,#628405506,Remington,Rasuradora,XR-1395,Removibles,3,GyroFlex 3D,Recargable,60 Minutos,1 h
176, Recortadora Profesional Baby Liss Pro Rose Fx Motor Ferrari ,"1,755",NA,25,NA,18 meses,97.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MIGUELANTONIOMARTINEZHINOJOS,https://articulo.mercadolibre.com.mx/MLM-664066490-recortadora-profesional-baby-liss-pro-rose-fx-motor-ferrari-_JM,NA,NA,NA,NA,NA,#664066490,BaBylissPRO,Rose FX,FX788RGES,Removibles,NA,NA,Recargable,Terminadora,NA
177, Cabezal Andis Repuesto Shaver Profoil Hipoalergenico. ,369,NA,77,3,18 meses,20.50,NA,Envío a todo el país,NA,NA,4.9,24,https://perfil.mercadolibre.com.mx/RAC-09+SHOP,https://articulo.mercadolibre.com.mx/MLM-570653957-cabezal-andis-repuesto-shaver-profoil-hipoalergenico-_JM,21,3,0,0,0,#570653957,Andis,PROFESIONAL,Shaver,Ergónomico,0,Láminas,NA,0,0 m
178, Rasuradora Eléctrica Philips S1520/04 Shaver Series1000 Gris ,"1,199",NA,107,5,18 meses,66.61,NA,Envío gratis a todo el país,NA,NA,5,7,https://perfil.mercadolibre.com.mx/IBUSHAK+OFICIALES?brandId=270,https://articulo.mercadolibre.com.mx/MLM-567650220-rasuradora-electrica-philips-s152004-shaver-series1000-gris-_JM,6,0,0,0,0,#567650220,Philips,Series 1000,S1520/04,NA,NA,NA,Batería,NA,NA
179, Terminadora Recortadora Rosefx Babyliss Inalambrica ,"4,254",NA,4,1,12 meses,420.26,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/PUNTA+BELLEZA,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=t1fmSO9Oy3yrCnBfaQGen480p7LnzDw4j24tReCb0cu0rEy8Mj71wbc80n%2B1%2Be4vHyHrc9SVot9L9bWeFLBKJx46TPsijxP%2Bcf%2BaWEZz9SpfYpn9yU0YT9MYizK1iGRDCPRxsLDGcxeF5IHWXLuOIZ5wwDany%2FvBaDcgYTe96d8b26fpZ%2F51TqzdtwiPsxOaiIm6dC5gv2i2Psss7xJpmlQwbvt%2Bs6iQtIqe2IqMrHCaY%2BX4e7iV%2FIEnwEWGs8tEWwbJFwDSS%2BdFrpMWqHD7zTW3SMUzzIt094hzTmu1mjZxydayF0Y78CtDEJ0e3ErwrnXXIPT%2BPYeL9rAs631pNcHrXZXWTs4jT2YUyRYFK9PjcPS2uVzkRtG29yI%2BSj9y0J8%2BJu8FfPnF%2FNN8ZZDmtNDAWyRrGZsthnvZoDF118oXsdwfVStnRMuDX7Xxszcw0Gswj0hJgjAnUxR%2BcGzW0IJdcjAGamASYwhUXy%2B%2F22Yu%2Ff7uflVmpd9tRmx2Rq8kKcSA5f%2BD4tRoes4e%2Bo79wNTZgUMON7GRybkGxpczS9geTvCVunsc8iN0JyAQ%2FJqRdOltGoewmYEQ9Wr1DvnRfBcVSkUBFHhA%2BwG5IDpoSAI3Mjcb%2FKwhMwCCUYAC%2FL5WC5FJFseSMS%2BDQbgM1QzFwCJD9PuKT58r%2Bcx3TlLK8hY8b0EifFSjQ4DU58ohGEgcgzMO869YEMZuNIPKMn4Pkzg3jPDToCwx7gY9cjn00fGRgDnkHJ0c6YqtnpZaFPL%2BfN7Of8TK7Zdb%2FYecbCoc8IwRwZqr8qWLP6WbGxaTK3SdAt9cYFKddB2O%2F53agZ8jivXvw%2BHtyw%2Fno48MeDbTpdm8Fbon36nAqikRgoC9UGGC27qoycupseWCRrd8Iz7LX6HsNFIXBxWJbsWexsZ3L9lRWF6GYvnQjasrYbSVVT%2FBss3%2BO9tz9vKdtLUgKV4imjXnD9fvMUm6BQUfkMJyKeBo0C8ACsnZc1EhM7znGolAZ0jKxENqRLLibnlG1%2BJxTiDQ1yBhtYRGL3lxVdxf6s8eyrC7FKJNcja32TjT%2FLO5hHMYY3%2BXwZhD4flSbtsCnFxhdyj4K%2BqSoSimZwgakGurpOBC9rb1trwM0y5uCwTkhXXnkjnTrUfu9rAXribHMgmC5twVzEGzbWk73ysFJ21ats9vu%2BNGiUw%2FKFefyAKU0pFKGlviIMxeWrxkZaWTzz1v3dBnQ60V3BWyv0kKg4kaQZNXxN0w8WAqBtas9XCfqbdyjsKIU4OtWZN%2B8JTXTsfHh6bPb4jDvoX3ulgJrRHlSZKWU3iXMZCz0nfjQWsao7xYzQJ5OmwIxjRGS6qQJRAFr3Fg0X1LT7%2F46zncEIDLysNbFqY7QN1df9zroZaDirpbkPSUmy0tacL8SIfA3eIS1ie2mJqVm%2Fpm96fUKrw2n%2BnwvjWFsTtpBSI9jcLTyU8CwgaIdbNBWWQHPjegPs3k4GqzMkZ14iGLQfYwReEwjgOmC33kfiQPBr0CtLJ8f6LHxKwABaj6YFXw%2Bbun2t%2BrfJG%2FLM3io4fWMohZ3YhKSmYRoK%2Ff%2FL4Y3kQ661kF%2Fb89PUcRPMd3sXChE%2FcB77XjAyvmaOr%2B03GOFJcdS5cnIX4TWYdE36Dhzkiy1Cw6SBJmxJNhAUgXJiYnDg%2FdU9NGwSYE0f8qINxO%2Fx222xVM3ILCkVUMR8he%2Fe01pBPuSAQn7KkoogGs67Ac9ju83vHU7Tk%2FXhKbA6shqfp9ILM0aPTetSAI3oxa1LLh2YvNWRHLE%2FQ%2FgN7CO5AsBdnGwoE%2BwFwsYVDvbuKImeSNY0PF%2Bn4KqlGHuQUfdA2Fe0gFedZdmHqilbZVJ1X9Uhb809mRrd6FvVQKWQud%2BPnz,NA,NA,NA,NA,NA,#696103669,BaBylissPRO,barberia,RoseFX,Planos,NA,NA,Eléctrica,NA,NA
180, 50 Navajas De Rasurar Afeitar Rasurar O Dorco Hq Porta ,119,NA,31,3,18 meses,6.61,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.com.mx/CZREYE,https://articulo.mercadolibre.com.mx/MLM-607937509-50-navajas-de-rasurar-afeitar-rasurar-o-dorco-hq-porta-_JM,2,0,0,0,0,#607937509,DORCO,AFEITADO / RASURADO,HQ,NA,NA,Láminas,NA,NA,NA
181, Rasuradora Panasonic ,849,NA,26,11,18 meses,47.17,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.com.mx/MARLOTH,https://articulo.mercadolibre.com.mx/MLM-630150424-rasuradora-panasonic-_JM,0,1,0,0,0,#630150424,Panasonic,Alta+,ES-RT47-S,Ergónomicos,3,Lift&Cut,Recargable,1hora,54 m
182, Rasuradora Eléctrica Quita Pelusa ,140,NA,23,1976,12 meses,13.83,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/HMEROUGALDE,https://articulo.mercadolibre.com.mx/MLM-684211338-rasuradora-electrica-quita-pelusa-_JM,1,1,0,0,0,#684211338,Ugoku,Q,PP,Giratorios,NA,NA,Corriente directa,NA,NA
183, Repuestos Rasuradora Philips Norelco Bg2000 Blakhelmet E ,599,NA,39,3,12 meses,59.18,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.com.mx/BLAKHELMET,https://articulo.mercadolibre.com.mx/MLM-562777496-repuestos-rasuradora-philips-norelco-bg2000-blakhelmet-e-_JM,3,0,0,0,0,#562777496,Philips,Norelco,BG2000,NA,NA,NA,NA,NA,NA
184, Philips Recortador Todo En Uno 23 Piezas - Envio Gratis ,"1,579",NA,13,1,18 meses,87.72,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/PCDEPOTMTY,https://articulo.mercadolibre.com.mx/MLM-629001700-philips-recortador-todo-en-uno-23-piezas-envio-gratis-_JM,1,0,0,0,0,#629001700,Philips,Multigroom,MG7790,Removibles,NA,Lift&Cut,Recargable,6 horas,1 h
185, Cortadora Precisión Vello Oídos Nariz Remington Ne3250 ,349,NA,29,4,12 meses,34.48,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/RUMA3289457,https://articulo.mercadolibre.com.mx/MLM-634584112-cortadora-precision-vello-oidos-nariz-remington-ne3250-_JM,1,1,0,0,0,#634584112,Remington,Remington,NE3250,Giratorios,2,Rotativo,NA,NA,0 m
186, Recortadora Y Rasuradora Wahl Chrome Pro Duo Envio Gratis ,"1,080",NA,20,2,12 meses,106.70,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/KPRODUCTOSTV,https://articulo.mercadolibre.com.mx/MLM-640771494-recortadora-y-rasuradora-wahl-chrome-pro-duo-envio-gratis-_JM,NA,NA,NA,NA,NA,#640771494,Wahl,NA,chrome duo,NA,NA,NA,Corriente directa,NA,NA
187, Rasuradora Andis Profoil Lithium Plus Titanium Shaver ,"1,599",NA,6,9,18 meses,88.83,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/TEKLIFE,https://articulo.mercadolibre.com.mx/MLM-699453686-rasuradora-andis-profoil-lithium-plus-titanium-shaver-_JM,NA,NA,NA,NA,NA,#699453686,Andis,ProFoil,Pro Foil,NA,NA,NA,Corriente directa,45 Minutos,NA
