search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Tipo de casco,Línea
17,"Cascos Ym-629 Moto O Bicicleta, Certificado",150,NA,6,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/TECH-COOL,https://articulo.mercadolibre.com.pe/MPE-435405644-cascos-ym-629-moto-o-bicicleta-certificado-_JM,0,1,0,0,0,#435405644,NA,NA,NA,NA
18,Casco De Moto Negro Mate Milano,85,NA,4,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432233726-casco-de-moto-negro-mate-milano-_JM,NA,NA,NA,NA,NA,#432233726,NA,NA,NA,NA
19,Casco De Moto Turquesa Para Niña De 5 A 12 Años. (visa),50,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432869306-casco-de-moto-turquesa-para-nina-de-5-a-12-anos-visa-_JM,NA,NA,NA,NA,NA,#432869306,NA,NA,NA,NA
20,Casco De Moto Chopers Premium Correa De Cuero,120,NA,2,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-428800058-casco-de-moto-chopers-premium-correa-de-cuero-_JM,NA,NA,NA,NA,NA,#428800058,NA,NA,NA,NA
21,Casco De Moto Diablito Compacto Integral,70,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-435035827-casco-de-moto-diablito-compacto-integral-_JM,NA,NA,NA,NA,NA,#435035827,NA,NA,NA,NA
22,Casco De Moto De Niño Negro Mate Abispon,60,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-436607290-casco-de-moto-de-nino-negro-mate-abispon-_JM,NA,NA,NA,NA,NA,#436607290,NA,NA,NA,NA
23,Casco De Moto Todo Negro Envió A Todo El Perú.,60,NA,4,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-435036131-casco-de-moto-todo-negro-envio-a-todo-el-peru-_JM,NA,NA,NA,NA,NA,#435036131,NA,NA,NA,NA
24,Casco Moto Ces Integral Certificado Negro Con Rojo,149,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435401458-casco-moto-ces-integral-certificado-negro-con-rojo-_JM,NA,NA,NA,NA,NA,#435401458,NA,NA,NA,NA
25,Casco De Moto Niña,50,NA,7,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-429866062-casco-de-moto-nina-_JM,NA,NA,NA,NA,NA,#429866062,NA,NA,NA,NA
26,Casco De Moto Aleman Negro Mate Nuevos Fibra De Vidrio,70,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-435821661-casco-de-moto-aleman-negro-mate-nuevos-fibra-de-vidrio-_JM,NA,NA,NA,NA,NA,#435821661,NA,NA,NA,NA
27,Casco De Moto Para Mujer / Dama Rytzy,70,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-431308478-casco-de-moto-para-mujer-dama-rytzy-_JM,NA,NA,NA,NA,NA,#431308478,NA,NA,NA,NA
28,Casco Abierto Tipo Vespa Color Negro Mate,95,NA,18,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-425805598-casco-abierto-tipo-vespa-color-negro-mate-_JM,0,1,0,0,0,#425805598,Vespa,NA,NA,NA
29,Casco De Moto Articulado Doble Visor Blanco,140,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-433477199-casco-de-moto-articulado-doble-visor-blanco-_JM,NA,NA,NA,NA,NA,#433477199,NA,NA,NA,NA
30,Casco De Moto Articulado Mate Con Lentes,140,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-435044209-casco-de-moto-articulado-mate-con-lentes-_JM,NA,NA,NA,NA,NA,#435044209,NA,NA,NA,NA
31,Casco Abatible/ Articulado Doble Visor Hgv,109,NA,3,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTGMR,https://articulo.mercadolibre.com.pe/MPE-436974090-casco-abatible-articulado-doble-visor-hgv-_JM?searchVariation=39628576272,NA,NA,NA,NA,NA,#436974090,hgv,ABATIBLE,ABATIBLE,NA
32,Casco De Moto Negro Mate Rinoceronte Luna Negra,100,NA,3,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-427468185-casco-de-moto-negro-mate-rinoceronte-luna-negra-_JM,NA,NA,NA,NA,NA,#427468185,NA,NA,NA,NA
33,Intercomunicador Bts3 Bluetooth Para Casco De Motocicleta,220,NA,1,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERCOMAX+SAC,https://articulo.mercadolibre.com.pe/MPE-436638954-intercomunicador-bts3-bluetooth-para-casco-de-motocicleta-_JM,NA,NA,NA,NA,NA,#436638954,NA,NA,NA,NA
34,Casco De Moto Aleman Suat Comander,125,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-433488142-casco-de-moto-aleman-suat-comander-_JM,NA,NA,NA,NA,NA,#433488142,NA,NA,NA,NA
35,Casco De Moto Para Niño Hombre Araña Edicion Especial,75,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-436425792-casco-de-moto-para-nino-hombre-arana-edicion-especial-_JM,NA,NA,NA,NA,NA,#436425792,NA,NA,NA,NA
36,Audifono Bluetooth Stereo Para Casco Motocicleta,95,NA,4,46,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOTORACINGPERU,https://articulo.mercadolibre.com.pe/MPE-427973598-audifono-bluetooth-stereo-para-casco-motocicleta-_JM,NA,NA,NA,NA,NA,#427973598,NA,NA,NA,NA
37,Casco De Moto Aleman Harley Negro Brillo,75,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-436683182-casco-de-moto-aleman-harley-negro-brillo-_JM?searchVariation=40733988871,NA,NA,NA,NA,NA,#436683182,Axxis,GF+9,Abierto,NA
38,Casco De Moto Aleman Negro Brillo Hard Hay Tallas,65,NA,56,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.8,6,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-422057965-casco-de-moto-aleman-negro-brillo-hard-hay-tallas-_JM?searchVariation=39126392164,2,1,3,0,0,#422057965,Start FG+7,Aleman,Abierto,NA
39,Casco De Moto Aleman Motocicleta Vintage,49,NA,36,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CADI.PE,https://articulo.mercadolibre.com.pe/MPE-430043524-casco-de-moto-aleman-motocicleta-vintage-_JM,NA,NA,NA,NA,NA,#430043524,NA,NA,NA,NA
40,Casco De Moto De Niño,50,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-436192624-casco-de-moto-de-nino-_JM?searchVariation=39946745636,NA,NA,NA,NA,NA,#436192624,NA,NA,NA,NA
41,Casco De Moto Para Niña De 1 A 4 Años. (visa),60,NA,4,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432869297-casco-de-moto-para-nina-de-1-a-4-anos-visa-_JM,NA,NA,NA,NA,NA,#432869297,NA,NA,NA,NA
42,Casco De Moto Abierto Skuat Jet Certificado Visor,100,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-435570074-casco-de-moto-abierto-skuat-jet-certificado-visor-_JM,NA,NA,NA,NA,NA,#435570074,NA,NA,NA,NA
43,Casco De Moto Para Niña Dulcinea De 5 A 11 Años,60,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-433476344-casco-de-moto-para-nina-dulcinea-de-5-a-11-anos-_JM,NA,NA,NA,NA,NA,#433476344,NA,NA,NA,NA
44,"Casco,valiant, Ls2, Certificado, Moto,lineal,alta Gama",1000,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/URDY3938582,https://articulo.mercadolibre.com.pe/MPE-435552998-cascovaliant-ls2-certificado-motolinealalta-gama-_JM,NA,NA,NA,NA,NA,#435552998,LS2,NA,NA,NA
45,Casco Racing Integral Zeus Zs813 Solid Black An5 Gray Lg,330,NA,3,77,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.SECTORAUTOMOTOR.COM,https://articulo.mercadolibre.com.pe/MPE-432986269-casco-racing-integral-zeus-zs813-solid-black-an5-gray-lg-_JM,NA,NA,NA,NA,NA,#432986269,NA,NA,NA,NA
46,Casco Para Moto Ls2 - Yohe,370,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436684639-casco-para-moto-ls2-yohe-_JM,NA,NA,NA,NA,NA,#436684639,LS2,LG 325 Stobe Civik,Rebatible,NA
47,"Valiant, Casco,ls2, Certificado, Moto,lineal,alta Gama",1000,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/URDY3938582,https://articulo.mercadolibre.com.pe/MPE-435553033-valiant-cascols2-certificado-motolinealalta-gama-_JM,NA,NA,NA,NA,NA,#435553033,LS2,NA,NA,NA
48,Casco Moto Cross Ces Ax9 Edicion 2019 Certificacion Dot Nuev,218,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-426487336-casco-moto-cross-ces-ax9-edicion-2019-certificacion-dot-nuev-_JM,NA,NA,NA,NA,NA,#426487336,NA,NA,NA,NA
49,Casco De Moto Certificado Y Articulado Predador,240,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-436293689-casco-de-moto-certificado-y-articulado-predador-_JM,NA,NA,NA,NA,NA,#436293689,NA,NA,NA,NA
50,Oferta !! Nuevo Casco Integral Doble Visor Hgv Certificado,139,NA,4,56,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTGMR,https://articulo.mercadolibre.com.pe/MPE-436129408-oferta-nuevo-casco-integral-doble-visor-hgv-certificado-_JM,NA,NA,NA,NA,NA,#436129408,NA,NA,NA,NA
51,Casco Moto Articulado Doble Visor Certificado Dot A Escoger,149,NA,7,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-426490211-casco-moto-articulado-doble-visor-certificado-dot-a-escoger-_JM,NA,NA,NA,NA,NA,#426490211,NA,NA,NA,NA
52,Casco De Moto Luna Polarizada. Munrra,90,NA,17,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-424032615-casco-de-moto-luna-polarizada-munrra-_JM,NA,NA,NA,NA,NA,#424032615,NA,NA,NA,NA
53,"Ls2,valiant, Casco,certificado, Moto,lineal,alta Gama",1200,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/URDY3938582,https://articulo.mercadolibre.com.pe/MPE-435553030-ls2valiant-cascocertificado-motolinealalta-gama-_JM,NA,NA,NA,NA,NA,#435553030,LS2,NA,NA,NA
54,Casco De Moto Articulado Para Mujer,150,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-429324474-casco-de-moto-articulado-para-mujer-_JM,NA,NA,NA,NA,NA,#429324474,NA,NA,NA,NA
55,Accesorios Cascos De Moto De Mujer Y De Hombre,36,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BUENASRUTASPERU1,https://articulo.mercadolibre.com.pe/MPE-435298689-accesorios-cascos-de-moto-de-mujer-y-de-hombre-_JM,NA,NA,NA,NA,NA,#435298689,NA,NA,NA,NA
56,Casco De Moto Economico Iv,55,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436424060-casco-de-moto-economico-iv-_JM?searchVariation=38919413864,NA,NA,NA,NA,NA,#436424060,Genérico,CC2,Clásico,NA
57,Casco Moto Economico Colores A Escoger Nuevos,35,NA,51,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-433444626-casco-moto-economico-colores-a-escoger-nuevos-_JM,NA,NA,NA,NA,NA,#433444626,NA,NA,NA,NA
58,Casco Para Moto Niños Y Niñas Nuevos Diseños 2019 Pegaso,39,NA,36,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-425199353-casco-para-moto-ninos-y-ninas-nuevos-disenos-2019-pegaso-_JM,NA,NA,NA,NA,NA,#425199353,NA,NA,NA,NA
59,Aire Acondicionado Blusnap Para Casco De Motos,220,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERCOMAX+SAC,https://articulo.mercadolibre.com.pe/MPE-435801999-aire-acondicionado-blusnap-para-casco-de-motos-_JM,NA,NA,NA,NA,NA,#435801999,NA,NA,NA,NA
60,Casco De Moto Integral Con Lentes,120,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432790804-casco-de-moto-integral-con-lentes-_JM,NA,NA,NA,NA,NA,#432790804,NA,NA,NA,NA
61,Casco De Moto Para Niño Modelo Hombre Araña Original,50,NA,19,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432940943-casco-de-moto-para-nino-modelo-hombre-arana-original-_JM,NA,NA,NA,NA,NA,#432940943,NA,NA,NA,NA
62,Casco Moto Ces Abierto Jet Certificado Negro Mate,129,NA,7,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435210448-casco-moto-ces-abierto-jet-certificado-negro-mate-_JM,1,0,0,0,0,#435210448,NA,NA,NA,NA
63,Casco De Moto Spider Para Niños De 1 A 4 Años,50,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-432766363-casco-de-moto-spider-para-ninos-de-1-a-4-anos-_JM,NA,NA,NA,NA,NA,#432766363,NA,NA,NA,NA
64,Casco Ces Moto Cross Certificacion Dot Con 3 Regalos !!!,199,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435358107-casco-ces-moto-cross-certificacion-dot-con-3-regalos--_JM,NA,NA,NA,NA,NA,#435358107,NA,NA,NA,NA
65,Casco Moto Cross Certificado + Lente Y Guante Con Protector,199,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435220306-casco-moto-cross-certificado-lente-y-guante-con-protector-_JM,NA,NA,NA,NA,NA,#435220306,NA,NA,NA,NA
66,Casco Moto Ces Adventure Ax9 Certificados Dot Modelos 2019,219,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435807672-casco-moto-ces-adventure-ax9-certificados-dot-modelos-2019-_JM,NA,NA,NA,NA,NA,#435807672,NA,NA,NA,NA
67,Casco Moto Cross Todo Terreno Con Mica Ces Cert. Dot Mate,219,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435819922-casco-moto-cross-todo-terreno-con-mica-ces-cert-dot-mate-_JM,NA,NA,NA,NA,NA,#435819922,NA,NA,NA,NA
68,Casco Moto Cross Cert + Guantes + Cadena + Lentes Oferta,199,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLMOTOSPERU,https://articulo.mercadolibre.com.pe/MPE-435807690-casco-moto-cross-cert-guantes-cadena-lentes-oferta-_JM,NA,NA,NA,NA,NA,#435807690,NA,NA,NA,NA
69,Cascos Ym-627 Moto Y Bicicleta Certificado,119,NA,1,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECH-COOL,https://articulo.mercadolibre.com.pe/MPE-435405392-cascos-ym-627-moto-y-bicicleta-certificado-_JM,NA,NA,NA,NA,NA,#435405392,NA,NA,NA,NA
70,Casco Moto + Guantes Reforzados + Cadena De Seguridad A S/99,99,NA,80,71,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,1,1,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-425815044-casco-moto-guantes-reforzados-cadena-de-seguridad-a-s99-_JM,0,0,0,0,1,#425815044,NA,NA,NA,NA
71,Casco Moto Cross Con Lentes Y Guantes A S/199,199,NA,4,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-426299548-casco-moto-cross-con-lentes-y-guantes-a-s199-_JM,NA,NA,NA,NA,NA,#426299548,NA,NA,NA,NA
72,Casco De Noto Chopers Rosado Con Visor,60,NA,8,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESE+QUIERO,https://articulo.mercadolibre.com.pe/MPE-424648365-casco-de-noto-chopers-rosado-con-visor-_JM,NA,NA,NA,NA,NA,#424648365,NA,NA,NA,NA
73,Casco Moto Cross Ces Ax-9 Certificado Dot Con Visor Incluido,219,NA,1,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PEGASOPERU1,https://articulo.mercadolibre.com.pe/MPE-426198893-casco-moto-cross-ces-ax-9-certificado-dot-con-visor-incluido-_JM,NA,NA,NA,NA,NA,#426198893,NA,NA,NA,NA
