search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Peso,Tipo
548, Alforjas Cuerina Moto Precio Par Correas De Cuero Fabricamos ,30,NA,12,2,6,5.000,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ziwcl6wr3zq8bfSHDvgeo%2FKUEfH3Qx5fUn8rZ0%2B%2BAfrD9NDBjw4Qk5Hoo5pHGC%2FxryN9IfrjxQ9NDNsTClYwfKpEDYhzCsTMTaxgjGkVFH65mJ4oHDQDihVe6mthO5KQpObCrY1tJYYN7EPU1oiHHRiHgzwOTGhRpXvyVFhVuDKEPt0c4ib8qXQXp9HvF3n3CfFHs6eIPLvway4CBIVBtCpmDCOLJTNh5LnuLlQaT6fwxYzBQZBm26q1CxrANDZPONmF6mUHafLP41B4lrA%2FDmdNU5niTNhPkgXaeyKKwouLnbLqLa68gmVkTWLNiImdpSNP8Pfuak86rIkTsby0wcNxgq0UAerI1j%2BAxhbuMlO7Aw4gECrNx0%2F0AUhKNO5tygQCeJQVoxOZ6T80AomKX6erdaINwb2KOlDBJfC6Eo8EW8u%2B8xdFK6sJZrXazaalsixs6gPSbwa0lf4saeg7Sgn3g3BKHzIhHqUdmKwOGxznQXwpO4kykCsC3efMjIVoT169A9K%2Fy7pgnQdR2wDkdsAO11EXAp26wzWOMZJ2s2nCM4%2F%2F0XMCwwIWr53EiGtaspQZNIN7lLfeB1rxg%2FBFlKy8UGpJ%2FqInfllU9u%2FxGXVR%2BU%2BPLFFUnJsHKJ%2FrmAICSjAledenOowBSnSb13B6fCxGZ6MB9Gq4JxLX5FCY1E%2FQHyfnqOBozzZ7uVVdeX9qX%2BuKbU3exLgsC59HSUfpJFKdbTeTN5x8HyQAqAcfMFpQZPxJgWAPOAQ1EJTVCU29JNMZVWC%2BGG4MXFY6ctF4Wu1rxbQJ0eX1We%2BBD%2BOzEt7qtmMEvwNvGfivz%2BbDcAeBPiubYLi5UAT43hp%2FK4levfJ1dnqQa3vx9nAPoPu7%2FGVdMfLEDpZzvtVCi28vzQekmWUX3g5y7iEo9W2X5KzHtpyD4toS3kDVDw%2FDJrYBXaWqtlVwZIMFbKEGpJpcxX%2F%2Bp36kS2VgUhe6ssQ7hSDGCHHWlh6acyIMpdDFiZ8NuxXBjqzkA9LpI9IZbPCE3yNQLHgir4NvDztEcHkgvUgE9yRCsWg%2FL2S%2BZRjD8UAghfhiugOmhRFBN6%2BlleRviY%2FR%2B8wJ2djNZFpqsNvS2tQ%2BuM9Prq6Uw3vgdSHAD7YnfryU27pp7L%2Bz%2B4C1h6GopCDoHr5zRNHiUb6LzjbAjOeJ6TUMWhdpB37MTtq4GkkSjkzPH2%2BErMREkxFOuUvnE5iEkNNZtSnV2Ti%2B6gF80AEKD6FkXGBu2s3UYlRI4QSQpU54mR76IduQlnarWEq7UBhYdeT1uNQ6wv4OlYwqWh7KwsmqI5ck6P2LmCwVxiYBMCU9bq0Oq4t86H2oaNYnyS5jzZ%2BEtlABUNBrjP8ExYSdpb14%2BwKnZiq65RvqhsugOTl56BVinimX3rRCjId0h6YfqwDoYHP%2BtJCZq3niL%2Fmx4KKr%2BP%2BO%2BK1e5IrXFC3rBjTIDZyZB6c1B6JQng2HK0JW81PtNqfudq27rd6JfG%2BsuM3C95zihoB4JeiNWmltLrJcsZD2Lr7VoiQevBCkH6HkprPa%2FMwHXXiZs0KSncYP5kAgpj0GwtiTmbZTBL4FsEWQNV3H3GhXiPqQr%2BbL01IyoPpIKpy%2F58qoFF%2Fz3BCW6hRT%2F2prLXY7em67AsOJ2ntu0Z4A1GGt4LuV9GV%2FADfzi384Zod0IA5oXXQy7CXr9nbLp4vOw5%2FhL6guSVOYEbuLPnLDI9gTH3hsLg9TSl0D7O9drn5Pu%2BNP2xZEonf%2F9%2BB%2B6vD6TbXGxgtKw61qRFU8T9KwQv59WBb4ASZWV7chhklNYwUZ3tBhykR33xF8%2Bg%3D%3D,1,0,0,0,0,#472337816,NA,NA,NA,NA,NA,NA,NA,NA
549, Visor Casco Moto Shoei Cwr-f Ahumado X-spirit 3 ,49.99,NA,1,NA,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480745559-visor-casco-moto-shoei-cwr-f-ahumado-x-spirit-3-_JM,NA,NA,NA,NA,NA,#480745559,NA,NA,Shoei,NA,CWR-F,NA,NA,NA
550, Visor Ahumado Casco Moto Shiro Sh-881 ,24.99,NA,NA,4,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-494032920-visor-ahumado-casco-moto-shiro-sh-881-_JM,NA,NA,NA,NA,NA,#494032920,Negro,Estandar,Shiro,NA,SH-881,Integral,NA,NA
551, Alforjas Cuerina Moto Precio Par Correas De Cuero Fabricamos ,30,NA,12,2,6,5.000,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://articulo.mercadolibre.cl/MLC-472337816-alforjas-cuerina-moto-precio-par-correas-de-cuero-fabricamos-_JM,1,0,0,0,0,#472337816,NA,NA,NA,NA,NA,NA,NA,NA
552, Casco Moto Abatible Yohe 950 Yellow White ,65,NA,0,10,6,10.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://articulo.mercadolibre.cl/MLC-456425577-casco-moto-abatible-yohe-950-yellow-white-_JM,NA,NA,NA,NA,NA,#456425577,NA,NA,Yohe,NA,950 abatible,NA,NA,Rebatible
553, Casco Moto Airoh Valor Rockstar Matt (talla L) ,131.9,NA,0,NA,6,21.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-461201526-casco-moto-airoh-valor-rockstar-matt-talla-l-_JM,NA,NA,NA,NA,NA,#461201526,NA,NA,Airoh,Valor,Rockstar,NA,1400 g,Integral
554, Casco Moto Shoei Neotec 2 Splicer Tc2 ,479.99,NA,NA,4,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-481791853-casco-moto-shoei-neotec-2-splicer-tc2-_JM?searchVariation=34228184930,NA,NA,NA,NA,NA,#481791853,TC-2,"S,M",Shoei,NA,Neotec II,Abierto,NA,NA
555, Casco Moto Ls2 Ff320 Stream Bang Negro Amarillo ,89.99,NA,NA,5,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464581015-casco-moto-ls2-ff320-stream-bang-negro-amarillo-_JM,NA,NA,NA,NA,NA,#464581015,NA,NA,LS2,STREAM BANG,FF 320,Integral,NA,NA
556, Casco Moto Shiro Sh-507 Modular Miler ,89.99,NA,NA,61,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-488002835-casco-moto-shiro-sh-507-modular-miler-_JM?searchVariation=36255409274,NA,NA,NA,NA,NA,#488002835,Negro,"S,M,L",Shiro,NA,SH-507,Rebatible,1.57 g,NA
557, Cascos De Moto Y Deportes De Motor Vcan V210 B1 Crus/ Fb/ M ,313.149,NA,0,100,6,52.192,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-487336106-cascos-de-moto-y-deportes-de-motor-vcan-v210-b1-crus-fb-m-_JM,NA,NA,NA,NA,NA,#487336106,NA,NA,VCAN,NA,NA,NA,NA,Abierto
558, Casco Moto Shoei X-spirit 3 Laverty Tc4 ,549.99,649.990,NA,4,6,91.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-482014092-casco-moto-shoei-x-spirit-3-laverty-tc4-_JM?searchVariation=34318662777,NA,NA,NA,NA,NA,#482014092,TC-4,"S,M,L,XL",Shoei,NA,X-Spirit III,Integral,NA,NA
559, Casco Moto Ls2 Mx437 Replica Viñales ,107.55,NA,1,5,12,8.962,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467404078-casco-moto-ls2-mx437-replica-vinales-_JM,NA,NA,NA,NA,NA,#467404078,NA,NA,LS2,REPLICA VIÑALES,MX437 FAST,NA,1050 g,MX ENDURO
560, Casco Moto Integral Arex Mr 807 Negro Mate ,55,NA,0,29,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475822137-casco-moto-integral-arex-mr-807-negro-mate-_JM,NA,NA,NA,NA,NA,#475822137,NA,NA,Arex,NA,MR 807,NA,NA,Rebatible
561, Casco Moto Ls2 Ff320 Stream Evo Ixel Azul Neon Naranjo ,89.99,NA,NA,25,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480188203-casco-moto-ls2-ff320-stream-evo-ixel-azul-neon-naranjo-_JM,NA,NA,NA,NA,NA,#480188203,Neon,"S,M,L,XL,XXL",LS2,NA,integral FF 320,Integral,NA,NA
562, Casco Moto Oneal Serie 7 Strain Blue 2019 Motocross Enduro ,99.99,NA,1,19,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REBELSPORTS.CL,https://articulo.mercadolibre.cl/MLC-475328729-casco-moto-oneal-serie-7-strain-blue-2019-motocross-enduro-_JM,NA,NA,NA,NA,NA,#475328729,"L,M,S,XL",NA,O'Neal,NA,Serie 7 Strain,NA,1260 g,Cross
563, Casco Moto Shoei Gt-air Primal Tc2 ,294.99,369.990,NA,7,6,49.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480649015-casco-moto-shoei-gt-air-primal-tc2-_JM?searchVariation=33969243236,NA,NA,NA,NA,NA,#480649015,TC-2,"S,M,L,XL",Shoei,NA,GT-Air,Integral,NA,NA
564, Casco Moto Integral Agv K-3 Sv Marini Deportivo ,190,NA,0,7,6,31.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475818854-casco-moto-integral-agv-k-3-sv-marini-deportivo-_JM,NA,NA,NA,NA,NA,#475818854,NA,NA,AGV,K-3 SV,K-3 SV,Rebatible,NA,NA
565, Casco Ghbghb Hombre Mujer Diseños ,35,NA,0,NA,6,5.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=WyPQ1h3Uj%2BcAYPGGkI%2FlwTboNjPQ2OEgncw8%2BE0dTA3tbeMLeCsBE1h7nll5PXvNVsBEwv9eqyXuqYWGgtdLzXhqg2zYz6E5pwqsahbFXqA1QciSTE4KiCAxyDRocMZukNHDYppg5aEMCvLnr55i%2FhbGGC4Re5fULw0x8i7Z6V7BHYmhhG9no7MZo2xLaVYMy%2B11d8XjPVTflPd42giWVlDcujl1e%2Fw5dnfT49q22JQmg4enBOPPJda96R9zIO8%2BYz9Vh4viTFB2PfWDtnsL7ABtN8t3X7yH0rMY4bsjC5IHqFfovsSDm3fIdQoHH7X%2F4GnV8t8S61Ais6Nztxeni8JinFK7Vhl15IiHO52s5Ky2oIAGD9McBZzIyIzLh4LCKfT3JNzPh5y0vH9qpOjEiCA141mKSvY52CtmunHmDaTK%2FyJBl1PQJyrtX1yXtiBjyqUClMEYYPNs4j84uGJJbxbfy38a9dCUi3xH7VxswvQ7uTxTNF9DUv%2BhYXd%2B3ryYlqAOrgzA9qkAXj8NL33MLVjR7LkpP0%2Fgvw74jgalwM7JJCehiNfSKb3AUOn0wrQIPK%2BuiuyI%2B18TKLPgnNPeyKd0f%2BeNL4IxPJ5aYPtrzmz5A3Pu9dYLkirH87TeXI%2BwsqnotdECtDVhUi8RK2WvUKWe5tPFqTUgHnz3%2BumdPBlpznjfu1WLWKwliW0q0x8k%2BL9xGw5HEmsYR%2FWk1fQCHmrkwcWgiyXppdROEga755yDkMUsiUWh1lxtUtbNQlQdWpUFibIAY3dis1PBfUfttW4GWbhAA0QEEgl2rCjhxUoHi9FJcRVd7k3e9SZUkaCTPT9R%2FW9w%2B4daNzbUBso6E2mRX3RUQ%2FW8XCSiea32sL1bhq9WaRJVt32qSAJvasiZ2dTfbkGJVf0yAWZkKMSzr3uz1R09UC5kf3GNwvuCSFtc%2B4TlqAlUYdVtIhtehZ1g%2F5eD1ryguwg30c4y3mdi%2FK5ZrvxzVZN8PguSRWJ1rc%2FE7x6pdW5koByZyxi76isi%2FITDxaRhncRTrbVJLZQyFjpFOgQeDnB0fGkZt4pyuifODNGcKL06LkOJhzQZm9hwUyr%2FCMa5n6ZX94Il%2F6PlCWRzdAB8NImon3CKBMoy5KBUgNlEYHJ%2BUnxLHEq1Jtu3lS8qKxbwCf80dzXPpNtMRKKn4kNPa%2BiLrlwqWjUf9My9S3KEjSBOC6LGEVLh%2BdZt0PMLfhDidnpQLLJY4gtqMinf%2FrIXPJme5D%2Bvz7A8S%2Bf3BfQygIGdrCUPipv%2B4F%2BMHrTpDBxbkrOvzxm5a3po%2BNo7ORnUD9bMOuGT3H0hzwaHERU1MSWFA0K%2F%2BHlRQiFY8pKaUG7uXY3W3ilbiLe3T91X5QAO9iHhDBrkjKavIH1qioKjcgJXbLRQqldtcxJqQtE4uRTqstKj8HFBDGM5%2FhFc90bLCKBmF1KLh0WPVCFEDYj8FIjZs4BMFA23DTYWZ2My61vbJuTj6rk0%2B1jzpSef%2FINKOCZ6Mry7iMMP9zA3MQr5no4YKqMg0pa1GkyBSY%2BD9jTP180lIeFAN77sO4YXfh0QEIH3wrj9tpxuq5APFqqfmlqq5Hfk8XKu%2B5eFyNz6gp1WRLGS30Nl6575wzTM7VEdwUN3JGg8nGIDrMXc0qIMzNNnzV0dHiKfsT0WXdfijNZkMeDSuPn9W10vuG9i4S2DEp5f4QUmC7qmWzhKwuGTAAyOT6IEtVo1LM8zGcJnJBPyn2TGZkw6RhyBSfCxpVkT4w%2FJ2Pk%2BsIj7B%2Bplua3hPg%3D%3D,NA,NA,NA,NA,NA,#489450510,NA,NA,NA,NA,NA,NA,NA,Integral
566, Casco Completo Motocicleta De La Cara Visor Dual Con El Escu ,33.322,NA,0,200,12,2.777,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-481516910-casco-completo-motocicleta-de-la-cara-visor-dual-con-el-escu-_JM,NA,NA,NA,NA,NA,#481516910,NA,NA,NA,NA,NA,NA,1.654 kg,Abierto
567, Casco De Motocicleta Mano Libre Altavoz De Audio Estéreo De ,8.038,NA,0,3,12,670,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-468485584-casco-de-motocicleta-mano-libre-altavoz-de-audio-estereo-de-_JM,NA,NA,NA,NA,NA,#468485584,NA,NA,NA,NA,NA,NA,NA,Integral
568, Casco Moto Ls2 Ff396 Tron Negro Rojo ,99.99,NA,1,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467415283-casco-moto-ls2-ff396-tron-negro-rojo-_JM,NA,NA,NA,NA,NA,#467415283,NA,NA,LS2,NA,FF396 TRON,Integral,50 g,NA
569, Casco Moto Shoei Neotec Imminent Tc5 ,439.99,NA,NA,7,6,73.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-452056628-casco-moto-shoei-neotec-imminent-tc5-_JM?searchVariation=18309183156,NA,NA,NA,NA,NA,#452056628,TC-5,"TC-5 - L,TC-5 - M,TC-5 - S,S,M,L",Shoei,NA,Neotec,Rebatible,NA,NA
570, 3/4 bobber Motocicleta Casco Abierto De Fibra De Vidrio Por ,165.99,NA,0,3,12,13.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465879437-34bobber-motocicleta-casco-abierto-de-fibra-de-vidrio-por-_JM,NA,NA,NA,NA,NA,#465879437,NA,NA,NA,NA,NA,NA,3.68 lb,Integral
571, Ls2 helmets Cabrio Carbono Open Face Casco De Moto Con Viser ,470.99,NA,0,3,12,39.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465880690-ls2helmets-cabrio-carbono-open-face-casco-de-moto-con-viser-_JM,NA,NA,NA,NA,NA,#465880690,NA,NA,LS2 Helmets,597,Cabrio,Abierto,2.18 lb,NA
572, Casco Moto Shiro Sh-821 Le Mans Blanco Mate ,64.99,NA,NA,5,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464979076-casco-moto-shiro-sh-821-le-mans-blanco-mate-_JM?searchVariation=26976109135,NA,NA,NA,NA,NA,#464979076,Blanco,"M,M",Shiro,NA,SH-821,Integral,NA,NA
573, Casco Moto Integral Ls2 Ff 320 Bang Negro Amarillo ,90,NA,0,7,6,15.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-447803748-casco-moto-integral-ls2-ff-320-bang-negro-amarillo-_JM,NA,NA,NA,NA,NA,#447803748,NA,NA,LS2,NA,FF 320,NA,50 g,Rebatible
574," Troy Lee Designs Galaxy Se3 mx  casco De Moto Azul/naranja, ",356.99,NA,0,3,12,29.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465883829-troy-lee-designs-galaxy-se3mxcasco-de-moto-azulnaranja-_JM,NA,NA,NA,NA,NA,#465883829,NA,NA,Troy Lee Designs,SE3,Galaxy,NA,16 lb,Abierto
575, Tapa Béisbol Mitad Casco Moto De Verano Cascos Para Hombres ,4.724,NA,0,200,12,394,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-474587197-tapa-beisbol-mitad-casco-moto-de-verano-cascos-para-hombres-_JM,NA,NA,NA,NA,NA,#474587197,NA,NA,NA,NA,NA,NA,NA,Integral
576, Visor Casco Moto Shoei Cwr-1 Ahumado X-spirit 3 / Rf-1200 ,39.99,NA,2,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480745470-visor-casco-moto-shoei-cwr-1-ahumado-x-spirit-3-rf-1200-_JM,NA,NA,NA,NA,NA,#480745470,NA,NA,Shoei,NA,CWR-1,NA,NA,NA
577," Duke Cascos Dk-120 Full Face Casco De Moto Mate Negro, L, Ne ",161.99,NA,0,3,12,13.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468637512-duke-cascos-dk-120-full-face-casco-de-moto-mate-negro-l-ne-_JM,NA,NA,NA,NA,NA,#468637512,NA,NA,NA,NA,NA,NA,NA,Rebatible
578, Casco Moto Integral Origine Strada Titanium/negro Talla L ,71.9,NA,0,NA,6,11.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-469207993-casco-moto-integral-origine-strada-titaniumnegro-talla-l-_JM,NA,NA,NA,NA,NA,#469207993,NA,NA,Origine,NA,Strada Gravitier,NA,NA,Integral
579, Casco Moto Ls2 Mx442 Airforce Rojo ,99.99,NA,1,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-468938514-casco-moto-ls2-mx442-airforce-rojo-_JM,NA,NA,NA,NA,NA,#468938514,NA,XL,LS2,NA,MX442 AIRFORCE,MX ENDURO,NA,NA
580, Hjc Pinlock Auriculares Con Accesorios Casco Motocicleta Ca ,54.363,NA,0,2,12,4.530,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPICEIMPORTSCL,https://articulo.mercadolibre.cl/MLC-479750924-hjc-pinlock-auriculares-con-accesorios-casco-motocicleta-ca-_JM,NA,NA,NA,NA,NA,#479750924,NA,NA,HJC Helmets,NA,NA,NA,NA,Integral
581, Casco Moto Shoei Neotec 2 Excursion Tc6 ,479.99,NA,NA,6,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480649880-casco-moto-shoei-neotec-2-excursion-tc6-_JM?searchVariation=33969485738,NA,NA,NA,NA,NA,#480649880,"Blanco/Negro,TC-6","S,M,L,XL",NA,NA,NA,NA,NA,NA
582," Casco De Motocicleta Con Casco De Estilo Retro, Unisex Y Adu ",278.684,NA,0,100,6,46.447,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-476214879-casco-de-motocicleta-con-casco-de-estilo-retro-unisex-y-adu-_JM,NA,NA,NA,NA,NA,#476214879,NA,NA,NA,NA,NA,NA,2.72 kg,Abierto
583, Motocicleta Casco Bicicleta Gafas De Protección Al Aire Lib ,8.465,NA,0,200,12,705,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-481518951-motocicleta-casco-bicicleta-gafas-de-proteccion-al-aire-lib-_JM,NA,NA,NA,NA,NA,#481518951,NA,NA,NA,NA,NA,NA,NA,NA
584, Casco Moto Ls2 Mx442 Airforce Rojo ,36.99,NA,22,10,12,3.082,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-464057161-casco-moto-abatible-ghb-158-camo-negro-azul-matte-_JM,4,0,0,0,0,#464057161,"M,L,XL",,GHB,NA,158 Abatible,Rebatible,1400 g,NA
585, Casco Moto Integral Arex 807 Jyh Gris Negro Blanco Mate ,24.359,NA,0,200,12,2.030,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DODOCOOLCL,https://articulo.mercadolibre.cl/MLC-488216880-casco-con-gafas-para-motociclista-scooter-negro-_JM,NA,NA,NA,NA,NA,#488216880,NA,NA,No Brand,NA,NA,NA,NA,Abierto
586, Casco Moto Ls2 Ff352 Gold Negro Gris Naranjo ,52.99,NA,NA,20,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480651080-casco-moto-ls2-ff352-gold-negro-gris-naranjo-_JM,NA,NA,NA,NA,NA,#480651080,Negro Gris Naranjo,"S,M,L,XL",LS2,NA,FF352 Gold,Integral,1350 g,NA
587," Casco Con Gafas Para Motociclista Scooter, Negro ",89.99,NA,1,8,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464581226-casco-moto-ls2-ff320-stream-stinger-negro-verde-fluo-_JM,NA,NA,NA,NA,NA,#464581226,"S,M,L,XL",,LS2,STREAM STIGER,FF 320,Integral,NA,NA
588, Casco Moto Certificado G-mac Scirocco Nuevo Sharp Ece ,59.99,NA,0,NA,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECN0VENTAS,https://articulo.mercadolibre.cl/MLC-435930264-casco-moto-certificado-g-mac-scirocco-nuevo-sharp-ece-_JM,NA,NA,NA,NA,NA,#435930264,NA,NA,MAC,NA,Scirocco,Integral,NA,NA
589, Cascos De Moto Europeos Certificados Nuevos Espectaculares ,55,NA,0,25,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475807160-casco-moto-integral-arex-807-jyh-gris-negro-blanco-mate-_JM,NA,NA,NA,NA,NA,#475807160,NA,NA,Arex,NA,MR 807,NA,NA,Rebatible
590, Casco Moto Abatible Ghb 158 Camo Negro Azul Matte ,127.492,149.990,2,130,6,21.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093240-casco-moto-v1-matte-gris-fox-_JM,NA,NA,NA,NA,NA,#471093240,"L - Gris,M - Gris,S - Gris,XS - Gris",NA,Fox,V1,Casco Moto V1 Matte Gris Fox,NA,NA,NA
591, Casco Moto Integral ,25,NA,3,2,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PORO5680211,https://articulo.mercadolibre.cl/MLC-437293296-casco-moto-integral-_JM,NA,NA,NA,NA,NA,#437293296,NA,NA,NA,NA,NA,NA,NA,Integral
592, Motocicleta Abierto Cara Casco De La Moto Ciclomotor Jet Cor ,33.216,NA,0,NA,12,2.768,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GABRIELVISIONCL,https://articulo.mercadolibre.cl/MLC-495010748-motocicleta-abierto-cara-casco-de-la-moto-ciclomotor-jet-cor-_JM,NA,NA,NA,NA,NA,#495010748,NA,NA,Gabriel-Vision,NA,HW1777211,Abierto,NA,NA
593, Casco Moto Ls2 Ff320 Stream Stinger Negro Verde Fluo ,69.9,NA,1,2,12,5.825,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MATIASPRUNES,https://articulo.mercadolibre.cl/MLC-443208677-cascos-de-moto-europeos-certificados-nuevos-espectaculares-_JM,NA,NA,NA,NA,NA,#443208677,NA,NA,NA,NA,NA,NA,NA,Rebatible
594, Casco Moto Shiro Sh-821 Converse Rosado ,64.99,NA,1,10,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464976333-casco-moto-shiro-sh-821-converse-rosado-_JM?searchVariation=26975542013,NA,NA,NA,NA,NA,#464976333,Rosa,"L,XL,L,XL",Shiro,NA,SH-821,Integral,NA,NA
