search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Materiales del interior,Género,Modelo alfanumérico,Peso
636, Casco Certificado Abatible Para Dama ,"1,999",NA,6,2,18 meses,111.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/BIKERSBROTHERSHOP,https://articulo.mercadolibre.com.mx/MLM-661271061-casco-certificado-abatible-para-dama-_JM?searchVariation=32052857241,NA,NA,NA,NA,NA,#661271061,NA,"S,M",Faseed,Anna Blue,Rebatible,907,NA,NA,NA,NA,NA,NA,1500 g
637, Casco Cross Ls2 Mx436 Pioneer Quarterback Blanco/rojo/azul ,"3,070",NA,12,15,18 meses,170.58,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,6,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-619309775-casco-cross-ls2-mx436-pioneer-quarterback-blancorojoazul-_JM?searchVariation=22878040295,4,2,0,0,0,#619309775,Blanco,"Azúl,M,L,XL",LS2,QUARTERBACK,Cross,MX436,Doble,NA,Adultos,NA,NA,NA,1350 g
638, Casco Agv Flavum 46 Nuevo Con 3 Micas Incluidas ,"5,798",NA,3,2,18 meses,322.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/F.O+VAZQUEZ,https://articulo.mercadolibre.com.mx/MLM-662018307-casco-agv-flavum-46-nuevo-con-3-micas-incluidas-_JM?searchVariation=39053380562,NA,NA,NA,NA,NA,#662018307,Flavum negro brillante,S M L Xl,AGV,K-1,Integral,NA,NA,NA,NA,NA,NA,NA,NA
639, Casco Integral Mujer Joe Rocket Rkt 13 Heartbreaker Perla ,"2,699",NA,4,3,12 meses,266.64,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,16,https://perfil.mercadolibre.com.mx/ESNAKIZAR,https://articulo.mercadolibre.com.mx/MLM-576929418-casco-integral-mujer-joe-rocket-rkt-13-heartbreaker-perla-_JM?searchVariation=22415328479,15,1,0,0,0,#576929418,Blanco,"Carbón,XS,XL",Joe Rocket,RKT 13 Heartbreaker Pearl,Integral,Heartbreaker,Simple,Armazón de A.T.P.A.™ avanzado (Advanced Thermo-Poly Alloy Shell),Adultos,Hipoalergénico,Femenino,RKT13,NA
640, Casco Abierto Ls2 Of599 Spitfire Rust Ece22.05 ,"1,897",NA,8,15,18 meses,105.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-647328158-casco-abierto-ls2-of599-spitfire-rust-ece2205-_JM?searchVariation=28642145466,NA,NA,NA,NA,NA,#647328158,NA,"M (57-58 cm),L (59-60 cm),XL (61-62 cm)",LS2,Spitfire Rust,Abierto,599,Simple,NA,Adultos,NA,Unisex,NA,-1100 g
641, Casco Moto Troy Lee Design Se4 Composite Mcqueen Blue Oferta ,"9,999",NA,1,4,18 meses,555.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/COMMERCIAL+STUFF,https://articulo.mercadolibre.com.mx/MLM-613259401-casco-moto-troy-lee-design-se4-composite-mcqueen-blue-oferta-_JM?searchVariation=34832087727,NA,NA,NA,NA,NA,#613259401,NA,"S,M,L",Troy Lee Designs,SE4,Cross,SE4,NA,Tricomposite,NA,NA,NA,NA,NA
642, Casco Roda Moto Morado/negro Dama Abatible Gafas Dot ,"2,199",NA,22,5,18 meses,122.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-612066694-casco-shaft-pro-chopr-moto-certificado-pinlock-lente-solar-_JM,NA,NA,NA,NA,NA,#612066694,"M 57-58CM,L 59-60CM",,Shaft,PRO CHOPPER,Integral,Integral,Doble,ABS,Adultos,Poliestireno,Unisex,NA,1500 g
643, Casco Shaft Pro Chopr Moto Certificado Pinlock Lente Solar ,"4,900",NA,10,1,12 meses,484.08,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,28,https://perfil.mercadolibre.com.mx/DANIYCAR+ONLINE,https://articulo.mercadolibre.com.mx/MLM-640894905-casco-agv-k1-valentino-rossi-sol-luna-talla-m-l-pista-moto-_JM?searchVariation=27138199156,25,2,0,0,1,#640894905,Multi Color,ML,AGV,K-1,Integral,Carrera,Simple,High Resistance Thermoplastic,Adultos,Dry-Comfort,Unisex,NA,1.52 kg
644, Casco Agv K1 Valentino Rossi Sol Luna Talla M L Pista Moto ,"1,399",NA,9,12,18 meses,77.72,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,124,https://perfil.mercadolibre.com.mx/SELLATODO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=o9GaaRu%2Bbzm8ixjZHh2ebkLgnAe7MdrLeynZYTRsfGKgLGXdweQlBeUiWBJkEXYm8smwJq%2FpMdUvCpMfkHAhXaaoavKnBB1NmpE77cpGfGBMObWxy9m9Ba6txLjjxJsQlJw6F5buf5CYs1i51vUhoxZ3Is%2Fq2DBgZTa9SJ4sOW6fH1BwMX7sa5UhGWAciHgne3WmZNFmkcDLn%2F342Ev0Hto1lOHwWFJ8z9nkV%2FFQSLMsnD0QxdlJp1LnnAXNpj64hXuSGARECzAHEcvhejAYV88eiH0FWTDzuvAuLbBvNtfrkKPy8N42XWBdKk3C2nnpX8xDW59tREI%2FoyMjvyyUek0SNq%2BHXKpCdQoyzWpIxPmcD%2F6IuQDwQWDu50ZZ6xPFoClhwGUnpo4xgPoL4D9deHB9Fxx0WjEoY9NImclmFi1KDoPr3J4lWSYv5byPLn%2FXjKDOcIe9MqWprtIoDqA30ViFtgQrD6geQCOIv2GMiC8SsdamIYNMOGi%2BGVmyRsFsmYbMCIlZ2h8C5IO11xtJ%2BiI0x9tS0xgE8kzrmn4Yz2VUhjYJKjWYEtm3q3Z4Q8ehzj1mHu2jKC4mv3Ba%2Fh8guIs9fEpYkKELK2u%2BPxLHPLe0g%2BPD5Cdhb%2Fd%2B5PUV9N3FQvv28aE0mzwim3aa5LLnydbLxo7ew%2Ff3J13yI2JSeYlXY9W%2BpSKHiy97xFC6uQUh1dADoULVscdCx1tzJ%2FQ0js%2FYr3Gf49SwUR87H7tKVCKmZ6SQRoVyki%2B9u1Tvq%2BAm%2BwsaUp8ndDa12TlhkTwqQlEnUXV5fbPUKEMaHuNZmwvdYcciQ%2Fts6iQdPc%2FCp0tjp9d%2B7iQ0FUak0FXCeeG%2F6UMWlSxv8WOdjh8uma9HlpSgdDZt7OpFFF1sa4iM12BUco9ZoLBR1cuRg6DU6dAttClEHACb%2BMdhfVrTyHOloJETAxpaWvMLlztdNAUOCG0c1vFyE2GD51tUHXYz2FTWy41qhT1uyH5tT%2BwV4AU91mRAxwqqcdhRudceMW322vqo9Ix4zScSw6lZUM1LhBA1I7mZMFZy49pkqB3a5KjwbA1vI8Eew%2BPXkUkBLMX8VK9PCqOtEeIAKIgmwD%2BTSFLLy679ecrW3EixB58HIWIJP6gp5KZ8dsX0JdogMfVOMyZAG43o4sqswZsfQlqaWiyPqxkhFgd8rb%2FV0hWKR2Y9n6Ll7KyygNteq0h3jwiwj2O33kBgTCCt2Uz9Qh1sM4Z4tdWlcUNdQQ%2FvFqFVI6p78qA3QotprivGcWIqGzILWJsl7sZgeQmGQEzhPakn6oBtTiafvITQ5LVmQ2H2meCeiQr%2BU3mS%2Fpdd%2FGjYcTKv9NJxKC75x%2FtqVLMLw46e82Ocqj4gqLIlMl7hGI5ICfj2mAYeV%2FWwl%2B0%2BjOqCypsSjisyQr9I6968CX%2B7wsB%2BMshGRshjtjA44y9QwOZ9TFM9si4YsV%2Bhqow8hquuSeT1At9H%2Fj05oZSvoRZDLSgfmzRcIWxIOsdZK0ea%2FzHW1EN4o27DFwPcFL%2Btivec7Y4ef2QBIPnhcRHLfYZVwLn0DNpz8kPg97cthVle%2FuJgcrsxKsEv1W5Y6IrwnSdOTwwzm1YBBLBPZlEv3UinfNR9y2szfcZV4JOaKb0L8nv6Mk6MPCzhk2YI%2F5QsjvztVH8xJvmcMoMI8Y5M51rdT1baTQAXdn9EZtBNlsFPeFY%2B8ZbONeqb0EnPZyA1EmsbOvrsYyHIWcbr53oCmf%2FHfIBoH0hPF1SQNdTXYcROL99sUQ%2B1TCE81LsFyww1XrZltt8NI3u46f0WMvsXCxdeoDlurzl%2BeMYmKgFMC3s4p%2BR8NpFsyv75TnySovRf,96,20,5,1,2,#681739900,NA,"chico,mediano",RODA,Revenge,abatible con gafas,NA,NA,NA,NA,NA,NA,NA,NA
645, Casco Hro Moto Calle Pista Cerrado 514 Starter Amarillo 2019 ,"1,295",NA,30,2,18 meses,71.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,10,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-606213326-casco-hro-moto-calle-pista-cerrado-514-starter-amarillo-2019-_JM?searchVariation=24658446409,9,1,0,0,0,#606213326,Amarillo,"negro,XL,XXL",HRO,Starter,Integral,514,Doble,Policarbonato,Adultos,EPS,Unisex,NA,NA
646, Casco Abatible Ls2 Ff399 Valiant 180 Line Negro Mate Pinlock ,"6,219",NA,4,15,18 meses,345.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-644459680-casco-abatible-ls2-ff399-valiant-180-line-negro-mate-pinlock-_JM?searchVariation=32222446948,NA,NA,NA,NA,NA,#644459680,Negro,"Amarillo,M,L,XL,XXL,XXXL",LS2,Valiant,Rebatible,399,Doble,KPA,Adultos,Poliestireno,Masculino,399,NA
647, Casco Corto Tipo Aleman Cascarita Quitamulta Negro Brillante ,450,NA,36,2,18 meses,25.00,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/TONYMOTTONY,https://articulo.mercadolibre.com.mx/MLM-610963072-casco-corto-tipo-aleman-cascarita-quitamulta-negro-brillante-_JM,NA,NA,NA,NA,NA,#610963072,NA,MEDIANO M,Daytona Helmets,CASCARITA,Abierto,ABIERTO CASCARITA,NA,ABS,NA,NA,NA,NA,NA
648, Casco Tipo Cross Alessia Sunmoon Negro Verde Neon Tallas ,989,NA,4,5,18 meses,54.94,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-662045967-mohicana-para-casco-motociclista-de-goma-warhawk-mohew-_JM?searchVariation=39740860438,NA,NA,NA,NA,NA,#662045967,NA,NA,customTAYLOR33,Rubber-Warhawk-Sawblade,NA,NA,NA,Caucho,NA,NA,Unisex,NA,68 g
649, Mohicana Para Casco Motociclista De Goma Warhawk Mohew ,999,NA,5,7,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-660615764-casco-depredador-red-nuclear-envio-gratis-_JM?searchVariation=32083243616,NA,NA,NA,NA,NA,#660615764,NA,NA,Jk MOTORS,Red nuclear,Integral,Depredador,Simple,Fibra de vidrio,Adultos,Esponja,Masculino,ERN,NA
650," Casco Depredador Red Nuclear, Envio Gratis!! ",739,NA,164,30,12 meses,73.01,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,10,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=8vkAAzUavRceNDFExTrIV%2Fdv1AboHXjPQDZNLfas1%2BdlAOR%2FslSKfYAMpbIVzwaCET9hPNF6vYyVVa3RUeBohGvyDCsgjPFPvqpO4zpqlROv65rCNcl5c%2BGpn8%2FhaQNfxyPH6Fg3XbaBL4QMDXnfOfNkNHrmHd007WLKquTzWqpLB8Fgl6WaJTTXBtJV8i%2BB%2B8W4T2hcwFcCry%2F%2FJUNFGhSxOoUohDBxqwW9dLsGjpO%2BlbwsXEk4Om7MDXtpDktNGGFFy%2F36QgHBcW671BalUStk9qu9yHR5t7yvvjVBnKSb08VOdpnVo3wubF7jIM%2BSF9lu1VRBdHp72LYZR9g9AcLIK4FGqu9APrJxQa%2F1XGj%2Fa2LxDXAG1HVKy6AhI9gNeMwtn%2B9xE%2FZwjivPVfwd%2BdixJEA3KMC2rJr8hd%2BxLSbuel0%2BTCLMTliOTp0mtUEppNAFeaukbof%2Fg32k1SNEvV2BdMrSHZ%2BB9pkd0vMrwfMd9tnQ%2Fs8xIRDvjImoiGdJ%2BApJ4Ug7yDiZlk%2BXGz6UOIB4TaY11U6jvUPA3%2F%2FjnK5SZyHFciTNLBUVA3SHS78Kfs1vQ%2Ff68BP2K2%2FHbPke%2F6hctM9dEnnQWfd02WwGi2FANqWkNN2vycDejz9n6JLXTqLza8J%2B9w8YFk7kb4rBTwWvuXdS%2BodXdH9Ij%2FE3xe05%2FA1FJ4HZgca4Tq%2BGmUudVFR2u8u%2BQLnXe9%2BDM5gi4k3by5vJpDKnyniwpyNvUBqenxrt%2BMwAlN6Toag3hlh4pluiXQ0yVoNIPQc73a7rzskVXx%2Fkdvixg5GcNwQKSIugcJRERPKlYlIlrK8SBazMhUB7q3PBNZBh5jI4bOqZUdMFimb9qeGyjKv1fYYAyS%2FNGMQScSf6%2BA93nWOnYXFg3nlxumQu4vn78rr%2FF3RKR4%2B9ToDeuRsX%2By6J41CqFfjWuGNjSGM3WjbIs3Z7hghHU6pK2wSM8i9%2BOoOwWlI5LvPE8Pe5H8dlJheD1KZq9RmcQdyFP%2FTlswOUd%2BF0xpZr%2FRbFO%2F1tDxMXJWjJhdKX8Y0flexTnr4u9rPRw9bDza3Rqv5tYMJRLkZ9Kq7UPXDPJ%2BhnnhzYHSWgb5CVWOQbqy4hC2IrMjn8HwIXi2XxsnLJec41venJRdPV5dGh%2F9GMQQT5Cf%2BT0fDFGCczImQGbenHLddOebKrXZFIMoIQ5CNSzIgSd5hOFgOi3D9oxASzijNvyKpwej2bpuLnuUVAbI3O0aIrQn%2Fbch7gHOWDuOkLSAFv72qGMunhoem%2F9a4YiAw8GYS4pMe6ZqpN%2Bdm8Hz9Ny44YJjpSV9Wo2cOXqJj5bvM4%2F9ylp5waFlr%2FTfcPim8N3XBIsadbJrQIoGofw%2FIoG3yhWiJHsvaRzfBT6JqJ8Pc41i6YwxLniuHYmTYFej%2FvfN3ceJUcu%2FFo%2B15uyohXP1KKrLKfNo4ouYYWuY3Sezgi%2BkjWO%2BmuyT4tYhCPqOgIgfH%2BOinCSDeTCrVNNtkBVr881DnZ3%2BziM2GnSSKjPXoTwAqDuLE9akKGx%2FFJE0r2q%2FbMRAFzFly0n4D49uJH85eLnfZsjkOIxeG%2BkRsJHX%2F5DPiHd9Tz%2FBYnOWBw%2FheQqvbgQdnhiU1Dpf8b318cqxSXOW805RS18zkaz77ei9TwHZrXa%2ByeB7sOGET6UbW0iq91ZlozxsnpyQeKC5%2F%2BPZLiVCJb4TORH%2FSodhB7DZMELVvk1l5NlDnmcv%2BAQc2Ln08ejcc2Fowlc6yItsUu12C62C4Ujygu5yZHXOgnoMbfq9acekNF3hEmiiq04VYZPuUweICK%2Fx8ESgjzh181qArQhJyInnNSYjKIu7ZksczUZ1iWWhmHx1J1,9,1,0,0,0,#582805467,Verde Neon,"negro,S,M,L,XL",Alessia,CAS-CRO-32,Cross,Cross,NA,ABS,NA,NA,NA,NA,NA
651, Casco Rkt-7 Series Solid Matte + Mica Humo ,"1,999",NA,7,3,18 meses,111.06,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,67,https://perfil.mercadolibre.com.mx/ESNAKIZAR_GUADALAJARA,https://articulo.mercadolibre.com.mx/MLM-640960797-casco-rkt-7-series-solid-matte-mica-humo-_JM?searchVariation=32224786878,60,6,1,0,0,#640960797,Negro mate,"Negro,XL,XXL",Joe Rocket,Solid,Integral,SOLID MATTE MICA HUMO,Simple,A.T.P.A.,Adultos,Poliestireno,Masculino,7,NA
652, Casco Cerrado Hro 510 Sketch Amarillo Mate ,"1,350",NA,5,2,18 meses,75.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/OFICIAL+STORE?brandId=1623,https://articulo.mercadolibre.com.mx/MLM-662814557-casco-cerrado-hro-510-sketch-amarillo-mate-_JM?searchVariation=36808077407,NA,NA,NA,NA,NA,#662814557,"L,XL",,HRO,Sketch,Integral,510,Simple,Policarbonato,Adultos,eps,Unisex,NA,NA
653, Casco Agv K3 Sv Valentino Rossi Elementos X L Pista Moto ,"5,099",NA,2,1,12 meses,503.74,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/DANIYCAR+ONLINE,https://articulo.mercadolibre.com.mx/MLM-640890063-casco-agv-k3-sv-valentino-rossi-elementos-x-l-pista-moto-_JM?searchVariation=27137392465,1,0,0,0,0,#640890063,Rojo,XL,AGV,K-3,Integral,Carrera,NA,NA,NA,NA,NA,NA,1.53 kg
654, Casco Risky Cerrado Dama Certificado Blanco Rosa Lili Flower ,249,NA,30,4,18 meses,13.83,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-612565033-visera-casco-34-de-3-puntos-bobber-cafe-race-rider-one-_JM?searchVariation=32364884406,1,0,0,0,0,#612565033,Negro,s a xxl,Torc,Visera,Abierto,3/4,Simple,mixto,Adultos,mixto,Unisex,NA,NA
655, Visera Casco 3/4 De 3 Puntos Bobber Cafe Race Rider One ,"1,350",NA,5,4,18 meses,75.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,10,https://perfil.mercadolibre.com.mx/OFICIAL+STORE?brandId=1623,https://articulo.mercadolibre.com.mx/MLM-639424495-casco-hro-510-motorheart-gris-_JM?searchVariation=38662404871,6,3,0,0,1,#639424495,"M,L,XL,XXL",,HRO,Motor Heart,Integral,510,Simple,Policarbonato,Adultos,eps,Unisex,NA,NA
656, Casco Hro 510 Motorheart Gris ,"1,499",NA,19,26,18 meses,83.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=SrTIjXM1Ly576nXkGyhHUtHDH9itut%2FsKyltGSLTDJroApidD36mBy0PvrbKoOkSO4vuGGVenCWu1b7KMscUfBPhlQgJAn3mSbx%2FKbX347jp%2BF3faN9VhAr2lSMTsuodjJD29cXiQ3hcLeDRItWC2mQ%2BLUkMC7Tgs1Tkn1Ij8CvXEdP%2FLGHyhhhu6J56MRqRWfttT0B0gvL3SxcOfCPp3apBGjtGBujDPethIh1BKwwu5zr7tkMTdzEv5CIMAeHI87%2FseUaLmSO2cxhjEyUb%2F1JABHjV98zmDYRNw8IC0UiQ6tI6UDOSpIUtbeNmvdhPt6RvSan7Q1EIsb7ojIiNg6AnBPS6fMtQa8OPdtJz23r5X%2F3PAWgZYci6m3w9P6OygBOcmJvJA6IkoQdA%2B7LCeoXXfxeKACzGxwQPbNwNQldatRhTRTZlMGRd7l%2F4luZX9IYxLG11eex5jl26gYHVtARI0AA9EWfkilbt7WR31NXCbHqMng6td%2FWi8O21LBnZZJpKD8szvVCAf09ByPjhdmfkxBTw%2FadqTYMJ6PsVzVLluyNHIoR8u8LE10m4xfKYuxUHsuQLOcTc3h2pOX%2BWD%2FPvxt7nbQrWUB0pDf2AlihPvYJja8ag762G%2FPS%2BiP5eCngD1leJKJtY31mpORMWgrbQPvOa4zPhqHphcFJayL7rgvjJi4rtD4G1drgCko3xAuEtFUCKDiGHDqJJlIyxaqOEC9Rjog%2BrUiO%2Bc0Ab5jG4Na4XWSzHV1z0OEcgFhLq8idcaFR4cHKwkfA5PlasNW3iqAGd45a3LUaPBS%2BC3aq43W7AhQfKbrBRSRwCY8hZ9s%2Fqk8kHIZOAgi%2BC8Npxy8t5B7fJ60TCRq2OkqQO9LDzZmLKly4lYc%2Bbvgykz1i%2FGc7%2Fy%2BwuuUV2T0ZEIoFpefWGlWFOdYAJRhXoxZkOnQULxynBkON%2FrTqF18I009wjWQ05ek3yuNOGODA%2FvgpLCNkt0xDNN%2BBvFuJK3TXA2NIsYQwHQdVEQTXfGCbHUWzlnPHrzyndKMuSUOmXmfQPeaNc9SIqNhD5onH53IS%2B1ROT5dbwySUg5r9MjxnFx5x7n0evn3nSlWPkP7rCCmd07QSBv91ph4cPPI4i2qFPpx%2Bf5uRmUa36U0PFUccQAd0BvmecN2OjadpHA2lxPaFYnbyV6PWgIdq%2F4JoX%2Br8k0ZDa%2BvN0k%2B%2F1qBSl56yEjU%2FnDqKXkFL5a4ikFeM9Y%2FNm956%2F3e2cyPzGZfxdM8M3RY1XUNw0%2FvBG6MdUDo9g3J0h4EhBPHBhFiFX8gKuqWbvEVNyr8QIGHQ1sCDkpjICHvPV7Q4gt6MTlsi%2BYJy%2BEVegCvpH8i868iU%2BL9pxQk6WObET1XqztOVGN5yv3%2BGx0F5B5hdb9bNj0lYonDfOd2D4Hfeo2%2BAOhO9qlWoEOVIQOoMCF2SGbE5k6%2FnpSSZKeoVCOPTra1W2rxmRnxsPd7Q36dSApfYxK5EMUGy8D61JBj6zuS8sA%2Bpg6nyePPPNO2f19ce5NEsn9Drr%2Bjrs6rIFaZ5oNLB1FWioZ4ifTXjUoxmYbqQqcpvO421EQ5hFjjMPldvSqoogzbNZQd54vJKqgEMt7UEmqzcj2lI6HvaYKY4wsrl0y0fv4NDRoRmBlTAREuMOeI9yTnIl2QJtxIn3N1jQmBJb2I2ghppohYm5wjbH%2B3YnqLHSzZ3SLcHhJZ5fDqJdbTe2izmgiW0N0Fp8rrEFcrbSyyEQTSLWPhNTcH%2FpvrXKVes60Y6ykvIc4JDwG2gV6Gi8cVr5sLzCEJbOISTkPLFI7sDqrQiP2Ug2Y1709EvL3PEtTpfhzRQH7%2Fh%2FSu5E%2FbCxX95JgDR42C3Ziw%3D%3D,1,0,0,0,0,#582815276,Rosa claro,"Blanco,S,M,L",Alessia,Integral,Cross,CAS-VC-23,NA,ABS,NA,NA,NA,NA,NA
657, Nuevo Agv K-1 Replica Ianonne Rider One ,"5,220",NA,4,3,18 meses,290.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,28,https://perfil.mercadolibre.com.mx/RIDERONE1,https://articulo.mercadolibre.com.mx/MLM-627131327-nuevo-agv-k-1-replica-ianonne-rider-one-_JM?searchVariation=24014966495,25,2,0,0,1,#627131327,NA,NA,AGV,TOP EDGE,Integral,K-1,NA,ABS,NA,NA,NA,NA,NA
658, Casco Hro 510 Motorheart Amarillo ,"1,350",NA,5,5,18 meses,75.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,10,https://perfil.mercadolibre.com.mx/OFICIAL+STORE?brandId=1623,https://articulo.mercadolibre.com.mx/MLM-639423542-casco-hro-510-motorheart-amarillo-_JM?searchVariation=30709553898,6,3,0,0,1,#639423542,NA,"S,M,L,XL,XXL",HRO,Motor Heart,Integral,510,Doble,Policarbonato,Adultos,eps,Unisex,NA,NA
659, Casco Acerbis Para Moto Doble Porposito 100% Italiano ,"3,650",NA,32,1,18 meses,202.78,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-558529301-casco-acerbis-para-moto-doble-porposito-100-italiano-_JM?searchVariation=23906414353,3,0,0,0,0,#558529301,Varios,"Varios,VARIAS",Acerbis,Active,CERRADO,Off-Road,Doble,Policarbonato,Adultos,EPS,Unisex,NA,NA
660, Casco Moto Shaft Speed L Certificado Ece Msi + Envio Gratis ,"1,690",NA,14,5,18 meses,93.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/NINJAMOTOSHOP,https://articulo.mercadolibre.com.mx/MLM-592760159-casco-moto-shaft-speed-l-certificado-ece-msi-envio-gratis-_JM?searchVariation=38989987317,1,0,0,0,0,#592760159,Negro con Rojo,L 59-60cm,Shaft,Speed,Integral,SH-571,Simple,ABS,Adultos,Poliestireno,Unisex,NA,NA
661, Casco Cerrado Hro Cobra Naranja ,"1,350",NA,7,2,18 meses,75.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,4,https://perfil.mercadolibre.com.mx/OFICIAL+STORE?brandId=1623,https://articulo.mercadolibre.com.mx/MLM-636899412-casco-cerrado-hro-cobra-naranja-_JM?searchVariation=30709501125,4,0,0,0,0,#636899412,NA,"M,XL",HRO,Cobra,Integral,510,Simple,Policarbonato,Adultos,eps,Unisex,NA,NA
662, Casco Agv Nuevo Con 3 Micas + Regalo Sorpresa ,"5,200",NA,3,47000,18 meses,288.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,28,https://perfil.mercadolibre.com.mx/VAZQUEZ+F.O.,https://articulo.mercadolibre.com.mx/MLM-687006533-casco-agv-nuevo-con-3-micas-regalo-sorpresa-_JM?searchVariation=39787038360,25,2,0,0,1,#687006533,Negro,S M L XL XXL,AGV,Negro mate k1,Integral,NA,Simple,Tricomposite,Adultos,Resina termoplástica,Unisex,NA,NA
663, Manubrio Deportivo De 3 Piezas Para Motos De Color Negro ,340,NA,22,1,12 meses,33.59,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,2,https://perfil.mercadolibre.com.mx/BEEPMOTO,https://articulo.mercadolibre.com.mx/MLM-589157115-manubrio-deportivo-de-3-piezas-para-motos-de-color-negro-_JM?searchVariation=19776358112,1,1,0,0,0,#589157115,NA,NA,Qlink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664, Casco Agv K1 Valentino Rossi Flavum 46 Talla X L ,"4,900",NA,2,1,12 meses,484.08,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,28,https://perfil.mercadolibre.com.mx/DANIYCAR+ONLINE,https://articulo.mercadolibre.com.mx/MLM-651403252-casco-agv-k1-valentino-rossi-flavum-46-talla-x-l-_JM?searchVariation=29867907444,25,2,0,0,1,#651403252,Multicolor,XL,AGV,K-1,Integral,Carrera,NA,NA,NA,NA,NA,NA,1.52 kg
