search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Género,Peso,Tipo
549, Casco Moto Abatible Ghb 158 Camo Negro Azul Matte ,36.99,NA,23,9,12,3.082,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-464057161-casco-moto-abatible-ghb-158-camo-negro-azul-matte-_JM,4,0,0,0,0,#464057161,"M,L,XL",,GHB,NA,158 Abatible,Rebatible,Unisex,1400 g,NA
550, Casco Motocicleta Bell Qualifier Black Gold ,89.99,NA,0,5,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458780-casco-motocicleta-bell-qualifier-black-gold-_JM,NA,NA,NA,NA,NA,#463458780,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral
551, Casco Moto Ls2 Mx442 Airforce Rojo ,99.99,NA,1,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-468938514-casco-moto-ls2-mx442-airforce-rojo-_JM,NA,NA,NA,NA,NA,#468938514,NA,XL,LS2,NA,MX442 AIRFORCE,MX ENDURO,NA,NA,NA
552, Casco Completo Motocicleta De La Cara Visor Dual Con El Escu ,33.322,NA,0,200,12,2.777,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-481516910-casco-completo-motocicleta-de-la-cara-visor-dual-con-el-escu-_JM,NA,NA,NA,NA,NA,#481516910,NA,NA,NA,NA,NA,NA,Unisex,1.654 kg,Abierto
553, Casco Moto Shoei X-spirit 3 Laverty Tc4 ,549.99,649.990,NA,4,6,91.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-482014092-casco-moto-shoei-x-spirit-3-laverty-tc4-_JM?searchVariation=34318662777,NA,NA,NA,NA,NA,#482014092,TC-4,"S,M,L,XL",Shoei,NA,X-Spirit III,Integral,NA,NA,NA
554, Casco Moto V1 Matte Gris Fox ,134.99,149.990,2,130,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093240-casco-moto-v1-matte-gris-fox-_JM,NA,NA,NA,NA,NA,#471093240,"L - Gris,M - Gris,S - Gris,XS - Gris",NA,Fox,V1,Casco Moto V1 Matte Gris Fox,NA,NA,NA,NA
555, Casco Motocicleta Bell Qualifier Dlx Hiviz ,144.99,NA,0,2,6,24.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458791-casco-motocicleta-bell-qualifier-dlx-hiviz-_JM,NA,NA,NA,NA,NA,#463458791,NA,NA,Bell,NA,Qualifier,NA,NA,NA,Integral
556, Casco Moto Agv K3 Sv Comic Blanco + Pinlock Integral ,200,NA,0,7,6,33.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475819036-casco-moto-agv-k3-sv-comic-blanco-pinlock-integral-_JM,NA,NA,NA,NA,NA,#475819036,NA,NA,AGV,K-3 SV,K-3 SV,Rebatible,NA,NA,NA
557, Casco Moto Ls2 Ff320 Stream Stinger Negro Verde Fluo ,89.99,NA,1,8,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464581226-casco-moto-ls2-ff320-stream-stinger-negro-verde-fluo-_JM,NA,NA,NA,NA,NA,#464581226,"S,M,L,XL",,LS2,STREAM STIGER,FF 320,Integral,Unisex,NA,NA
558, Casco Moto Nzi Integral Symbio 2 Negro Opaco Sun Visor ,62.99,NA,0,60,12,5.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-471226863-casco-moto-nzi-integral-symbio-2-negro-opaco-sun-visor-_JM,NA,NA,NA,NA,NA,#471226863,"M,L,XL",,NZI,NA,SYMBIO,Integral,NA,1.55 g,NA
559, Casco Moto Agv Abatible Compact St Seattle Azul Mate ,210,NA,0,2,6,35.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-470862804-casco-moto-agv-abatible-compact-st-seattle-azul-mate-_JM,NA,NA,NA,NA,NA,#470862804,NA,NA,AGV,Compact ST,Compact ST,Rebatible,NA,NA,NA
560, Mmg 51 Piloto De Casco De Motociclista Rojo - Escudo De Aper ,73.424,NA,0,100,6,12.237,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475172388-mmg-51-piloto-de-casco-de-motociclista-rojo-escudo-de-aper-_JM,NA,NA,NA,NA,NA,#475172388,NA,NA,MMG,NA,NA,Abierto,NA,1.43 kg,NA
561, Casco Moto Ls2 Ff320 Stream Bang Negro Amarillo ,89.99,NA,NA,5,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464581015-casco-moto-ls2-ff320-stream-bang-negro-amarillo-_JM,NA,NA,NA,NA,NA,#464581015,NA,NA,LS2,STREAM BANG,FF 320,Integral,Unisex,NA,NA
562, Motocicleta Adulto Motocross Apagado Carretera Casco Carrera ,12.397,NA,3,197,12,1.033,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-480558752-motocicleta-adulto-motocross-apagado-carretera-casco-carrera-_JM,NA,NA,NA,NA,NA,#480558752,NA,NA,NA,NA,NA,Cross,NA,1350 g,NA
563, 3/4 bobber Motocicleta Casco Abierto De Fibra De Vidrio Por ,165.99,NA,0,3,12,13.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465879437-34bobber-motocicleta-casco-abierto-de-fibra-de-vidrio-por-_JM,NA,NA,NA,NA,NA,#465879437,NA,NA,NA,NA,NA,NA,NA,3.68 lb,Integral
564, Casco Moto Integral Arex 807 Amarillo Fluor Brillante ,55,NA,0,29,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475822266-casco-moto-integral-arex-807-amarillo-fluor-brillante-_JM,NA,NA,NA,NA,NA,#475822266,NA,NA,Arex,NA,MR 807,NA,NA,NA,Rebatible
565, Casco De Moto Polarizado Abierto Tipo Aviador Piloto Jet ,49.99,NA,47,3,12,4.166,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=bA0TBbTA%2FvTUxJK69anAkuCO7XTgFUoceWMnK99tly8%2FwClveIo3LCHAPY5NBihudxfNq9V1qUdXSEGIdWu5uKE6EOyY5qC7ROAhjDmkW3Bttbz%2BPx4%2Bfqtb60LigBXBqXq%2F6DBDuxqNgCTEOGIvjevwHPMjUUDlyx%2FrCVuMpicfGHRnVFPkHh5DNi2gulF01CM%2F4lbQlFOKh4NGNtsFZNRCa77ChKOVZVwJJUDAOc83u1OkiiaBJKPB3PwVXD3gmh9U4OnkkfjGUz8S2cEzrR6Se3JiKTNSK6q0LPAfUJpAex%2FJF4NY68VXFLGbW1lSbmVfTSGw6fHmCyZS7omje7OSvO6mWomeeMibB%2BzUNjMxlVFxdVjF%2BaSqPNRiM929UGSHQkT0RzlRZ%2FOej60%2BZFSM9zH5XumNouJv1HFt05Zw%2BtdQJFtwk7DIZGw2tl9dh9gySVQusmPtdi0wxx8elE1F0FO0cQBzAZYV%2F3HRlpqDtrNKS3ScmiBo%2BWJufvXN7S415Is%2BFufqTI3ppSmBIailFBbtBVqrYi4NozuqsXWAiHoqCAVDtSNu0ELb7xm3og1dr9wi1xDrMiJo7joHCiQwu%2B%2Fa42cWHffFvF7iaGaVTZ04OBE1i6%2B2u86bkJxWYdXARsABm9UKkvlvDT7eeGyl3Lb4jRjKO%2BkqwMKowpdyJEKDsGeNhZwRghVEwiLkzs90tqqhktEv9bdUFpHDZm3l%2Bcx7cZspa8GJ6diUqfxLOsJHAovBE1aC0Giw5SRMMEx%2FuFYW66px9Lp7zreqkgPQJYTaUT%2BslbrmuMYtt%2F0jSUxB6LpZD6y6kL4azfcDanCSVSur1KQbtUI2HQhWNG5WmHEpNLEPrFKi5ilKYCZF02i5l9jmkKr1o3cx%2FXlUO64gqAbUrMrs4MIzQYZ7rEKJhODQsSJ85K2jmN53WW0%2BvHFdIwF8ayDhRVfGu8OYpbWHQeMG0ou%2FcSujIRgLdHC7s5UHhrK4SAg%2FhGhDlGkmJY2zZyBVcBa1Uq%2BMoAo3F0aCQwFkiDt%2BWkoO2b8HU3PBYq5G5klXt2vfZVs0vW3w4lf3VpAONx8D7QoY%2FErKe5gKCdX6sOMO6djKrn5PLQi56FXUiEqVK0Hj9Nq3CaOI3I9c14PzGgqaj7AQV57SK1Sq2W3ECqEgR6yOYqwWYMXgsxwtdxEcX9YB47GfUAuOhoZPWoeeIF%2Ffo5xTl0lWYXf6LgyU2QddSeOIKdLtEi8g%2BCDXqnsB4X9ftKrLEQjtPMFdWFpdw1rJ8bEptDO%2F2l8swJZJjyvIcCcrhzTqfBrtcjSjWZH%2F7WH856L1ABMNJtkz3kmDz2wHmlk%2FbyfyUibQ0cspSRQKU%2BvTEeSYCGrFFyYwolxtFJfCksBvBFNWtwJQ0%2BDm1dG7ugPP%2B%2FrcEp1aC4%2FxSd4KSaCBinT0lYSLcV5CgLCE5lTmj6A0FNE4pGPi%2FwgWF0czvIP%2BYNkR9idfAD35iERmS3AuHi2sP4pyBf26aN3W8mK0pHc%2FA3R3AY6MMZPtGxbXhremr4oZFieGgsxkNXKMWa6uR%2B5HfxKDf1iomkUwwsN9Wc%2Fl9XTTRumKt%2FRZpfDHXj19SOM27%2Bwws5okb83%2BgyuQ9TFSX9tKuRsfuV87l0sH1i3esFj8zN31cQpCzHxkYhIxop2miZI2lnQrTlxexQZDx40GA5ANyHD3vmNWovn%2BVwl7YQoswZU4vkG8JerFwy04p1DdBprWwLhRiQyIwVXVIoCK5DxwKGKM24XamUSDBaTlW7H1UMKAGuKkHQQGXGl6Y1qbj8p9YgGyzSyiz9Y%3D,3,0,1,0,0,#435085925,NA,NA,NA,NA,NA,NA,NA,NA,Abierto
566," Casco De Motocicleta Con Casco De Estilo Retro, Unisex Y Adu ",278.684,NA,0,100,6,46.447,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-476214879-casco-de-motocicleta-con-casco-de-estilo-retro-unisex-y-adu-_JM,NA,NA,NA,NA,NA,#476214879,NA,NA,NA,NA,NA,NA,NA,2.72 kg,Abierto
567, Casco Moto Shoei Gt-air Primal Tc2 ,294.99,369.990,NA,7,6,49.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480649015-casco-moto-shoei-gt-air-primal-tc2-_JM?searchVariation=33969243236,NA,NA,NA,NA,NA,#480649015,TC-2,"S,M,L,XL",Shoei,NA,GT-Air,Integral,NA,NA,NA
568, Casco Moto Ls2 Ff320 Evo Negro Mate Amarillo Fluor ,89.99,NA,0,7,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475822894-casco-moto-ls2-ff320-evo-negro-mate-amarillo-fluor-_JM,NA,NA,NA,NA,NA,#475822894,NA,NA,LS2,320,Evo,NA,NA,NA,Rebatible
569, Visor Casco Moto Shoei Cns-1 Ahumado Neotec / Gt-air ,39.99,NA,3,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-480743579-visor-casco-moto-shoei-cns-1-ahumado-neotec-gt-air-_JM,NA,NA,NA,NA,NA,#480743579,NA,NA,Shoei,NA,CNS-1,NA,NA,NA,NA
570, Motocicleta Casco Bicicleta Gafas De Protección Al Aire Lib ,8.465,NA,0,200,12,705,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-481518951-motocicleta-casco-bicicleta-gafas-de-proteccion-al-aire-lib-_JM,NA,NA,NA,NA,NA,#481518951,NA,NA,NA,NA,NA,NA,NA,NA,Integral
571, Casco Moto Shoei Neotec 2 Splicer Tc2 ,479.99,NA,NA,5,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-481791853-casco-moto-shoei-neotec-2-splicer-tc2-_JM?searchVariation=34228184930,NA,NA,NA,NA,NA,#481791853,TC-2,"S,M,XL",Shoei,NA,Neotec II,Abierto,NA,NA,NA
572, Casco Moto Integral Hjc Cs-15 Songtang Negro/gris Mate ,70,NA,0,7,6,11.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475819727-casco-moto-integral-hjc-cs-15-songtang-negrogris-mate-_JM,NA,NA,NA,NA,NA,#475819727,NA,NA,HJC,CS-15,NA,NA,NA,NA,Rebatible
573, Venom Casco Visera Etiqueta Motocicleta Biker Escudo Decal T ,45.99,NA,0,3,12,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487452131-venom-casco-visera-etiqueta-motocicleta-biker-escudo-decal-t-_JM,NA,NA,NA,NA,NA,#487452131,NA,NA,NA,NA,NA,NA,NA,NA,Integral
574, Casco Moto Abatible Ghb 158 Chroma Negro Gris Rosa Matte ,36.99,NA,23,14,12,3.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-465145566-casco-moto-abatible-ghb-158-chroma-negro-gris-rosa-matte-_JM,NA,NA,NA,NA,NA,#465145566,"XS,S,M",,GHB,NA,158,Rebatible,Unisex,1400 g,NA
575, Casco Moto Ls2 Ff320 Stream Evo Ixel Azul Neon Naranjo ,89.99,NA,NA,25,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480188203-casco-moto-ls2-ff320-stream-evo-ixel-azul-neon-naranjo-_JM,NA,NA,NA,NA,NA,#480188203,Neon,"S,M,L,XL,XXL",LS2,NA,integral FF 320,Integral,Unisex,NA,NA
576," Casco Con Gafas Para Motociclista Scooter, Negro ",24.359,NA,0,200,12,2.030,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DODOCOOLCL,https://articulo.mercadolibre.cl/MLC-488216880-casco-con-gafas-para-motociclista-scooter-negro-_JM,NA,NA,NA,NA,NA,#488216880,NA,NA,No Brand,NA,NA,NA,Unisex,NA,Abierto
577, Casco Moto Ls2 Ff322 Tyrel Blanco Violeta ,79.99,NA,8,3,12,6.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461028410-casco-moto-ls2-ff322-tyrel-blanco-violeta-_JM,1,0,0,0,0,#461028410,NA,L,LS2,NA,FF322 TYREL,Integral,Femenino,NA,NA
578, Casco Moto Integral Origine Strada Titanium/negro Talla L ,71.9,NA,0,NA,6,11.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-469207993-casco-moto-integral-origine-strada-titaniumnegro-talla-l-_JM,NA,NA,NA,NA,NA,#469207993,NA,NA,Origine,NA,Strada Gravitier,NA,NA,NA,Integral
579," Mica Para Casco Hjc, Modelo Cl-st ",24.99,NA,8,NA,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CG+IMPORTACIONES,https://articulo.mercadolibre.cl/MLC-470556349-mica-para-casco-hjc-modelo-cl-st-_JM,NA,NA,NA,NA,NA,#470556349,NA,NA,HJC,CL-ST,NA,NA,NA,NA,NA
580, Cascos De Moto Y Deportes De Motor Rubber Sawblade ,36.59,NA,0,NA,6,6.098,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486323315-cascos-de-moto-y-deportes-de-motor-rubber-sawblade-_JM,NA,NA,NA,NA,NA,#486323315,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible
581, Shoei De Marc Márquez 4 x-14 street Racing  casco De Moto T ,917.99,NA,0,3,12,76.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468639508-shoei-de-marc-marquez-4x-14street-racingcasco-de-moto-t-_JM,NA,NA,NA,NA,NA,#468639508,NA,NA,Shoei,NA,NA,NA,NA,NA,Integral
582, Casco Retro Ruta 66 Para Moto Nuevo Con Funda ,89.99,NA,0,NA,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PSALAS80,https://articulo.mercadolibre.cl/MLC-493974536-casco-retro-ruta-66-para-moto-nuevo-con-funda-_JM,NA,NA,NA,NA,NA,#493974536,NA,NA,NA,NA,NA,NA,NA,NA,Abierto
583, Hjc Pinlock Auriculares Con Accesorios Casco Motocicleta Ca ,54.363,NA,0,2,12,4.530,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPICEIMPORTSCL,https://articulo.mercadolibre.cl/MLC-479750924-hjc-pinlock-auriculares-con-accesorios-casco-motocicleta-ca-_JM,NA,NA,NA,NA,NA,#479750924,NA,NA,HJC Helmets,NA,NA,NA,NA,NA,Integral
584, Cascos Moto Y Deportes Motor Mx-9 Mips Bell ,259.094,NA,0,100,6,43.182,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPREONLINECHILE,https://articulo.mercadolibre.cl/MLC-480528597-cascos-moto-y-deportes-motor-mx-9-mips-bell-_JM,NA,NA,NA,NA,NA,#480528597,NA,NA,Bell,NA,MX-9,NA,NA,NA,Rebatible
585, Casco Moto Ls2 Ff353 Rapid Solid Negro Matte ,59.99,NA,5,24,12,4.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-464122704-casco-moto-ls2-ff353-rapid-solid-negro-matte-_JM,NA,NA,NA,NA,NA,#464122704,"S,M,L,XL,XXL",,LS2,SOLID,FF353 RAPID,Integral,Unisex,1250 g,NA
586, Casco Moto Ls2 Ff352 Gold Negro Gris Naranjo ,52.99,NA,NA,20,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-480651080-casco-moto-ls2-ff352-gold-negro-gris-naranjo-_JM,NA,NA,NA,NA,NA,#480651080,Negro Gris Naranjo,"S,M,L,XL",LS2,NA,FF352 Gold,Integral,Unisex,1350 g,NA
587," Arai Signet-x El Creneo Rosa Casco De Motocicleta, Lg, Rosad ",1085.99,NA,0,3,12,90.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470786975-arai-signet-x-el-creneo-rosa-casco-de-motocicleta-lg-rosad-_JM,NA,NA,NA,NA,NA,#470786975,NA,NA,Arai,NA,NA,NA,NA,6.02 lb,Abierto
588, Casco Moto Integral Arex Mr 807 Negro Mate ,55,NA,0,29,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475822137-casco-moto-integral-arex-mr-807-negro-mate-_JM,NA,NA,NA,NA,NA,#475822137,NA,NA,Arex,NA,MR 807,NA,NA,NA,Rebatible
589, Casco Moto Shiro Sh-821 Le Mans Blanco Mate ,64.99,NA,NA,5,6,10.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-464979076-casco-moto-shiro-sh-821-le-mans-blanco-mate-_JM?searchVariation=26976109135,NA,NA,NA,NA,NA,#464979076,Blanco,"M,M",Shiro,NA,SH-821,Integral,NA,NA,NA
590, Casco Moto Ls2 Ff352 Negro Brillante ,52.99,NA,8,19,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461027408-casco-moto-ls2-ff352-negro-brillante-_JM,NA,NA,NA,NA,NA,#461027408,"S,M,L,XL",,LS2,NEGRO BRILLANTE,FF352 ROOKIE,Integral,Unisex,1350 g,NA
591, Casco Moto Certificado G-mac Scirocco Nuevo Sharp Ece ,59.99,NA,0,NA,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECN0VENTAS,https://articulo.mercadolibre.cl/MLC-435930264-casco-moto-certificado-g-mac-scirocco-nuevo-sharp-ece-_JM,NA,NA,NA,NA,NA,#435930264,NA,NA,MAC,NA,Scirocco,Integral,Unisex,NA,NA
592, Casco Para Motos ,34.9,NA,0,5,6,5.817,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALVREID,https://articulo.mercadolibre.cl/MLC-466198874-casco-para-motos-_JM,NA,NA,NA,NA,NA,#466198874,NA,NA,GLX,NA,GLX,NA,NA,NA,Rebatible
593, Gafas De Moto Para Cascos - Lente Antiempañante Ventilada - ,69.649,NA,0,100,6,11.608,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-486414279-gafas-de-moto-para-cascos-lente-antiempanante-ventilada--_JM,NA,NA,NA,NA,NA,#486414279,NA,NA,NA,NA,NA,Abierto,NA,0.14 kg,NA
594, Casco De Motocicleta Mano Libre Altavoz De Audio Estéreo De ,8.038,NA,0,3,12,670,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-468485584-casco-de-motocicleta-mano-libre-altavoz-de-audio-estereo-de-_JM,NA,NA,NA,NA,NA,#468485584,NA,NA,NA,NA,NA,NA,NA,NA,Integral
595, Casco De Moto Para Niño ,18,NA,37,1,6,3.000,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CORO+RONDON,https://articulo.mercadolibre.cl/MLC-460359240-casco-de-moto-para-nino-_JM,NA,NA,NA,NA,NA,#460359240,Azul,NA,NA,NA,NA,NA,NA,NA,NA
596, Casco Moto Shiro Sh-507 Modular Miler ,89.99,NA,NA,61,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-488002835-casco-moto-shiro-sh-507-modular-miler-_JM?searchVariation=36255409274,NA,NA,NA,NA,NA,#488002835,Negro,"S,M,L",Shiro,NA,SH-507,Rebatible,NA,1.57 g,NA
